Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Nashville,Weekly,"2021-11-14 00:00:00",Organic,1.596384792,19078.28,123.98,4652.69,0.00,14301.60,,,
"Northern New England",Weekly,"2021-11-14 00:00:00",Organic,1.951947943,15695.82,1854.22,357.39,0.00,13484.20,,,
"New Orleans/Mobile",Weekly,"2021-11-14 00:00:00",Organic,1.173030515,14393.02,452.99,23.73,0.00,13916.30,,,
"New York",Weekly,"2021-11-14 00:00:00",Organic,1.736895882,124304.21,8901.82,17277.81,131.28,97993.30,,,
Orlando,Weekly,"2021-11-14 00:00:00",Organic,0.948866040,81969.84,211.25,126.63,0.00,81631.96,,,
Peoria/Springfield,Weekly,"2021-11-14 00:00:00",Organic,1.432191433,6701.32,369.15,2148.47,0.00,4183.70,,,
Philadelphia,Weekly,"2021-11-14 00:00:00",Organic,1.641177409,32152.36,1664.67,5013.19,0.00,25474.50,,,
Phoenix/Tucson,Weekly,"2021-11-14 00:00:00",Organic,1.535498762,32762.53,7065.23,6910.32,0.00,18786.98,,,
Pittsburgh,Weekly,"2021-11-14 00:00:00",Organic,1.652650614,10651.91,1983.27,1.98,0.00,8666.65,,,
Portland,Weekly,"2021-11-14 00:00:00",Organic,1.995438262,42679.72,2770.81,25557.94,0.00,14350.97,,,
Providence,Weekly,"2021-11-14 00:00:00",Organic,1.680283239,6086.47,45.72,47.82,0.00,5992.93,,,
Raleigh/Greensboro,Weekly,"2021-11-14 00:00:00",Organic,1.565096189,28378.55,439.77,3778.87,25.63,24134.28,,,
Richmond/Norfolk,Weekly,"2021-11-14 00:00:00",Organic,1.401648652,23217.03,326.65,2873.92,0.00,20016.46,,,
Roanoke,Weekly,"2021-11-14 00:00:00",Organic,1.533806664,11522.26,235.78,2271.06,0.00,9015.42,,,
Sacramento,Weekly,"2021-11-14 00:00:00",Organic,1.950603268,20345.66,5646.44,3073.32,3.42,11622.48,,,
"San Diego",Weekly,"2021-11-14 00:00:00",Organic,1.981594986,31698.56,6571.68,10437.38,0.00,14689.50,,,
"San Francisco",Weekly,"2021-11-14 00:00:00",Organic,2.160044166,66906.91,23108.66,5990.46,1.19,37806.61,,,
Seattle,Weekly,"2021-11-14 00:00:00",Organic,2.155614199,48395.06,843.17,31973.41,0.00,15578.48,,,
"South Carolina",Weekly,"2021-11-14 00:00:00",Organic,1.447234212,37159.51,414.43,4100.47,8.58,32636.02,,,
Spokane,Weekly,"2021-11-14 00:00:00",Organic,1.663962730,3937.22,94.86,1896.15,0.00,1946.22,,,
"St. Louis",Weekly,"2021-11-14 00:00:00",Organic,1.664269147,11271.66,1264.00,2606.57,0.00,7401.10,,,
Syracuse,Weekly,"2021-11-14 00:00:00",Organic,1.570728304,5642.57,352.28,132.53,0.00,5157.75,,,
Tampa,Weekly,"2021-11-14 00:00:00",Organic,0.891667263,76884.21,342.55,110.46,0.00,76431.21,,,
Toledo,Weekly,"2021-11-14 00:00:00",Organic,1.493685245,4804.96,47.19,1679.17,0.00,3078.60,,,
"West Tex/New Mexico",Weekly,"2021-11-14 00:00:00",Organic,1.153356592,36034.11,8154.42,1679.20,0.00,26200.49,,,
Wichita,Weekly,"2021-11-14 00:00:00",Organic,1.440332503,4311.30,1454.91,4.90,0.00,2851.49,,,
California,Weekly,"2021-11-14 00:00:00",Organic,1.862858394,378437.04,99760.60,63917.58,8.03,214750.83,,,
"Great Lakes",Weekly,"2021-11-14 00:00:00",Organic,1.454194119,244652.15,46115.30,66597.93,0.00,131938.92,,,
Midsouth,Weekly,"2021-11-14 00:00:00",Organic,1.532583634,266857.10,4710.91,41276.92,117.92,220751.35,,,
Northeast,Weekly,"2021-11-14 00:00:00",Organic,1.702356804,310829.54,21346.97,28911.12,186.58,260384.87,,,
Plains,Weekly,"2021-11-14 00:00:00",Organic,1.629481827,57233.46,12280.67,4184.87,0.00,40767.92,,,
"South Central",Weekly,"2021-11-14 00:00:00",Organic,1.439922535,171305.89,37403.00,6439.74,0.00,127463.14,,,
Southeast,Weekly,"2021-11-14 00:00:00",Organic,1.112733559,505202.97,4468.98,23818.08,22.17,476893.73,,,
West,Weekly,"2021-11-14 00:00:00",Organic,1.731983921,321119.25,66353.81,98130.85,1.40,156633.19,,,
"Total U.S.",Weekly,"2021-11-14 00:00:00",Organic,1.532661106,2255637.38,292440.25,333277.09,336.10,1629583.94,,,
Albany,Weekly,"2021-11-21 00:00:00",Conventional,1.077830090,113232.81,35524.94,49691.07,629.41,27387.40,,,
Atlanta,Weekly,"2021-11-21 00:00:00",Conventional,1.021236120,669840.39,422303.27,124339.15,2262.17,120935.79,,,
Baltimore/Washington,Weekly,"2021-11-21 00:00:00",Conventional,1.277045917,984205.89,313029.67,225007.29,6806.49,439362.44,,,
Birmingham/Montgomery,Weekly,"2021-11-21 00:00:00",Conventional,1.027671683,273086.78,169671.87,27689.43,1619.21,74106.28,,,
Boise,Weekly,"2021-11-21 00:00:00",Conventional,1.376505018,85488.76,40361.41,14906.15,10198.37,20022.83,,,
Boston,Weekly,"2021-11-21 00:00:00",Conventional,1.464642173,524616.83,62609.15,306395.83,2134.65,153477.19,,,
Buffalo/Rochester,Weekly,"2021-11-21 00:00:00",Conventional,1.175281910,189737.17,35603.18,40958.84,686.25,112488.90,,,
Charlotte,Weekly,"2021-11-21 00:00:00",Conventional,1.198489242,322127.25,131892.82,47074.93,4412.12,138747.38,,,
Chicago,Weekly,"2021-11-21 00:00:00",Conventional,1.213614978,828889.78,317110.23,179951.99,75139.86,256687.70,,,
Cincinnati/Dayton,Weekly,"2021-11-21 00:00:00",Conventional,1.075923258,263734.59,187279.36,38092.47,670.73,37692.02,,,
Columbus,Weekly,"2021-11-21 00:00:00",Conventional,1.056883116,228830.22,156402.94,25397.02,808.54,46221.72,,,
"Dallas/Ft. Worth",Weekly,"2021-11-21 00:00:00",Conventional,0.841221522,1235884.63,647406.92,200629.24,14295.19,373553.29,,,
Denver,Weekly,"2021-11-21 00:00:00",Conventional,1.170202855,820248.61,271265.64,291065.19,30219.86,227697.92,,,
Detroit,Weekly,"2021-11-21 00:00:00",Conventional,1.071252497,395047.76,234134.80,29642.57,19528.52,111741.86,,,
"Grand Rapids",Weekly,"2021-11-21 00:00:00",Conventional,1.352367639,130628.25,32195.75,19664.65,21362.95,57404.90,,,
Harrisburg/Scranton,Weekly,"2021-11-21 00:00:00",Conventional,1.082796495,361701.50,157232.55,74154.63,1101.15,129213.17,,,
Hartford/Springfield,Weekly,"2021-11-21 00:00:00",Conventional,1.395987519,337164.57,78356.76,165529.55,1169.14,92109.13,,,
Houston,Weekly,"2021-11-21 00:00:00",Conventional,1.066997822,805415.95,433466.31,171453.12,10684.76,189811.76,,,
Indianapolis,Weekly,"2021-11-21 00:00:00",Conventional,1.042650412,234903.90,141908.52,33993.21,2143.65,56858.52,,,
Jacksonville,Weekly,"2021-11-21 00:00:00",Conventional,1.076300037,178122.35,117702.70,7524.14,805.35,52090.15,,,
"Las Vegas",Weekly,"2021-11-21 00:00:00",Conventional,1.105408681,339920.32,109673.48,126646.99,860.08,102739.78,,,
"Los Angeles",Weekly,"2021-11-21 00:00:00",Conventional,1.282592806,2602961.00,1428723.58,173348.62,336747.85,664140.95,,,
Louisville,Weekly,"2021-11-21 00:00:00",Conventional,1.192845954,108163.70,41880.75,33619.82,433.26,32229.86,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-21 00:00:00",Conventional,1.166225370,827326.81,587856.34,36172.10,7268.27,196030.11,,,
Nashville,Weekly,"2021-11-21 00:00:00",Conventional,1.107158520,246615.73,132060.23,36125.56,665.00,77764.93,,,
"Northern New England",Weekly,"2021-11-21 00:00:00",Conventional,1.248328549,414818.09,132991.55,190772.93,632.06,90421.55,,,
"New Orleans/Mobile",Weekly,"2021-11-21 00:00:00",Conventional,1.006900330,253661.70,124496.10,14879.21,1265.70,113020.68,,,
"New York",Weekly,"2021-11-21 00:00:00",Conventional,1.312894641,2102767.19,752132.05,705465.79,14228.58,630940.77,,,
Orlando,Weekly,"2021-11-21 00:00:00",Conventional,0.984794301,539137.47,368868.81,12333.58,5614.35,152320.73,,,
Peoria/Springfield,Weekly,"2021-11-21 00:00:00",Conventional,1.026513492,122059.84,53804.74,24782.60,3513.13,39959.37,,,
Philadelphia,Weekly,"2021-11-21 00:00:00",Conventional,1.155348989,616034.53,240897.44,146239.03,2982.73,225915.33,,,
Phoenix/Tucson,Weekly,"2021-11-21 00:00:00",Conventional,0.949903824,1117125.80,543733.70,399903.80,8371.08,165117.22,,,
Pittsburgh,Weekly,"2021-11-21 00:00:00",Conventional,1.152727438,145280.39,83906.87,6365.38,778.15,54229.97,,,
Portland,Weekly,"2021-11-21 00:00:00",Conventional,1.195433294,572023.13,256227.88,175818.79,26293.15,113683.30,,,
Providence,Weekly,"2021-11-21 00:00:00",Conventional,1.438415034,79123.56,13613.83,45978.53,260.78,19270.41,,,
Raleigh/Greensboro,Weekly,"2021-11-21 00:00:00",Conventional,1.190068071,385875.92,166305.67,59609.22,5500.09,154460.94,,,
Richmond/Norfolk,Weekly,"2021-11-21 00:00:00",Conventional,1.153734892,269268.65,128971.41,50256.06,1450.25,88590.93,,,
Roanoke,Weekly,"2021-11-21 00:00:00",Conventional,1.088676556,153838.87,84319.13,23766.91,312.75,45440.08,,,
Sacramento,Weekly,"2021-11-21 00:00:00",Conventional,1.640520939,339214.68,91960.75,149831.16,7619.43,89803.33,,,
"San Diego",Weekly,"2021-11-21 00:00:00",Conventional,1.285816319,486621.79,226506.99,59604.94,57761.21,142748.65,,,
"San Francisco",Weekly,"2021-11-21 00:00:00",Conventional,1.668769776,571897.64,140195.50,289713.00,11517.68,130471.46,,,
Seattle,Weekly,"2021-11-21 00:00:00",Conventional,1.553965107,449953.55,169366.26,212047.08,3431.29,65108.93,,,
"South Carolina",Weekly,"2021-11-21 00:00:00",Conventional,1.088905770,448342.70,239236.64,58041.69,1946.41,149117.96,,,
Spokane,Weekly,"2021-11-21 00:00:00",Conventional,1.331172140,64652.72,31152.51,23363.65,30.09,10106.46,,,
"St. Louis",Weekly,"2021-11-21 00:00:00",Conventional,0.959984246,215171.45,130947.11,10764.19,1128.11,72332.04,,,
Syracuse,Weekly,"2021-11-21 00:00:00",Conventional,1.116117272,85919.39,22487.78,21188.67,253.85,41989.09,,,
Tampa,Weekly,"2021-11-21 00:00:00",Conventional,1.060243402,491360.63,335456.09,13981.66,2652.80,139270.08,,,
Toledo,Weekly,"2021-11-21 00:00:00",Conventional,1.031742051,116902.65,73827.61,11484.58,2364.12,29226.35,,,
"West Tex/New Mexico",Weekly,"2021-11-21 00:00:00",Conventional,0.934602975,777910.50,344189.82,114817.90,11279.50,307623.28,,,
Wichita,Weekly,"2021-11-21 00:00:00",Conventional,0.982236905,83293.26,48718.53,8308.26,502.74,25763.73,,,
California,Weekly,"2021-11-21 00:00:00",Conventional,1.379743038,5060912.19,2349663.56,963748.59,477700.51,1269799.52,,,
"Great Lakes",Weekly,"2021-11-21 00:00:00",Conventional,1.110820482,3634252.06,1786730.73,663321.77,167729.58,1016469.98,,,
Midsouth,Weekly,"2021-11-21 00:00:00",Conventional,1.180326803,3606278.59,1579949.38,672784.53,24398.50,1329146.18,,,
Northeast,Weekly,"2021-11-21 00:00:00",Conventional,1.274854262,5268940.48,1767371.21,1761781.49,16235.28,1723552.49,,,
Plains,Weekly,"2021-11-21 00:00:00",Conventional,1.036149714,1895033.88,864477.60,394535.04,41977.84,594043.40,,,
"South Central",Weekly,"2021-11-21 00:00:00",Conventional,0.960870289,4416027.24,2299165.60,618239.01,85488.01,1413134.62,,,
Southeast,Weekly,"2021-11-21 00:00:00",Conventional,1.071188547,4518313.09,2972893.34,347681.83,23408.09,1174329.83,,,
West,Weekly,"2021-11-21 00:00:00",Conventional,1.149164568,5799054.22,2479226.85,1887352.53,127816.66,1304658.18,,,
"Total U.S.",Weekly,"2021-11-21 00:00:00",Conventional,1.160984184,34198811.73,16099478.28,7309444.78,964754.48,9825134.20,,,
Albany,Weekly,"2021-11-21 00:00:00",Organic,1.588818343,4047.51,202.37,287.47,0.00,3557.67,,,
Atlanta,Weekly,"2021-11-21 00:00:00",Organic,1.665802014,38711.09,1138.17,12899.43,0.00,24673.49,,,
Baltimore/Washington,Weekly,"2021-11-21 00:00:00",Organic,1.575330765,67324.11,1336.26,7441.84,10.37,58535.63,,,
Birmingham/Montgomery,Weekly,"2021-11-21 00:00:00",Organic,1.508199177,11930.94,221.38,592.91,0.00,11116.66,,,
Boise,Weekly,"2021-11-21 00:00:00",Organic,1.782936895,7219.05,18.88,3489.39,0.00,3710.78,,,
Boston,Weekly,"2021-11-21 00:00:00",Organic,1.831893800,32748.50,313.06,1936.07,0.00,30499.37,,,
Buffalo/Rochester,Weekly,"2021-11-21 00:00:00",Organic,1.626033177,14119.24,1009.11,57.70,2.04,13050.39,,,
Charlotte,Weekly,"2021-11-21 00:00:00",Organic,1.542409707,23992.22,257.21,3124.28,29.12,20581.61,,,
Chicago,Weekly,"2021-11-21 00:00:00",Organic,1.330916791,79961.45,3905.49,48131.42,0.00,27924.54,,,
Cincinnati/Dayton,Weekly,"2021-11-21 00:00:00",Organic,1.756396268,16433.13,1870.94,8843.48,0.00,5718.71,,,
Columbus,Weekly,"2021-11-21 00:00:00",Organic,1.612194649,11158.84,726.85,4345.00,0.00,6086.99,,,
"Dallas/Ft. Worth",Weekly,"2021-11-21 00:00:00",Organic,1.387296536,54433.74,11975.53,870.71,0.00,41587.50,,,
Denver,Weekly,"2021-11-21 00:00:00",Organic,1.588336295,46390.51,24308.20,1183.27,0.00,20899.04,,,
Detroit,Weekly,"2021-11-21 00:00:00",Organic,1.315104193,24892.85,973.14,4677.89,0.00,19241.82,,,
"Grand Rapids",Weekly,"2021-11-21 00:00:00",Organic,1.166338896,10193.24,68.50,604.34,0.00,9520.40,,,
Harrisburg/Scranton,Weekly,"2021-11-21 00:00:00",Organic,1.530481170,17276.46,410.47,496.67,0.00,16369.32,,,
Hartford/Springfield,Weekly,"2021-11-21 00:00:00",Organic,1.683374658,22323.57,482.38,4005.91,0.00,17835.29,,,
Houston,Weekly,"2021-11-21 00:00:00",Organic,1.634514278,21928.02,12339.88,248.90,0.00,9339.24,,,
Indianapolis,Weekly,"2021-11-21 00:00:00",Organic,1.459631040,9769.64,814.70,2291.54,0.00,6663.40,,,
Jacksonville,Weekly,"2021-11-21 00:00:00",Organic,1.006326762,27961.39,228.91,198.56,0.00,27533.92,,,
"Las Vegas",Weekly,"2021-11-21 00:00:00",Organic,1.570385337,18441.70,4432.21,4012.08,0.00,9997.41,,,
"Los Angeles",Weekly,"2021-11-21 00:00:00",Organic,1.774601690,160569.10,71978.66,10411.59,14.02,78164.84,,,
Louisville,Weekly,"2021-11-21 00:00:00",Organic,1.740373960,5766.68,39.17,2409.78,0.00,3317.73,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-21 00:00:00",Organic,1.098484728,108028.41,1815.45,682.54,0.00,105530.43,,,
Nashville,Weekly,"2021-11-21 00:00:00",Organic,1.682954730,17524.10,67.79,4880.54,0.00,12575.77,,,
"Northern New England",Weekly,"2021-11-21 00:00:00",Organic,1.964037648,13577.30,1578.49,397.59,0.00,11601.21,,,
"New Orleans/Mobile",Weekly,"2021-11-21 00:00:00",Organic,1.201553646,12527.55,314.06,24.14,0.00,12189.34,,,
"New York",Weekly,"2021-11-21 00:00:00",Organic,1.721116465,124554.67,7913.18,19210.54,194.24,97236.70,,,
Orlando,Weekly,"2021-11-21 00:00:00",Organic,0.951532393,77985.95,260.71,182.59,0.00,77542.64,,,
Peoria/Springfield,Weekly,"2021-11-21 00:00:00",Organic,1.409373429,5446.58,182.25,1882.95,0.00,3381.38,,,
Philadelphia,Weekly,"2021-11-21 00:00:00",Organic,1.690843688,29490.07,1194.10,4855.63,0.00,23440.34,,,
Phoenix/Tucson,Weekly,"2021-11-21 00:00:00",Organic,1.527354568,31418.70,6341.79,7575.87,0.00,17501.04,,,
Pittsburgh,Weekly,"2021-11-21 00:00:00",Organic,1.649090601,11216.85,2232.67,3.97,0.00,8980.21,,,
Portland,Weekly,"2021-11-21 00:00:00",Organic,2.068322885,38606.93,2303.19,23560.17,0.00,12743.58,,,
Providence,Weekly,"2021-11-21 00:00:00",Organic,1.654114598,5767.76,48.34,13.33,0.00,5706.09,,,
Raleigh/Greensboro,Weekly,"2021-11-21 00:00:00",Organic,1.570002923,26066.04,446.71,3434.10,11.27,22173.95,,,
Richmond/Norfolk,Weekly,"2021-11-21 00:00:00",Organic,1.505657259,20425.28,911.90,2650.33,0.00,16863.05,,,
Roanoke,Weekly,"2021-11-21 00:00:00",Organic,1.515299139,10589.90,615.61,2278.50,0.00,7695.79,,,
Sacramento,Weekly,"2021-11-21 00:00:00",Organic,1.903097660,22732.91,5672.84,3486.17,0.00,13573.89,,,
"San Diego",Weekly,"2021-11-21 00:00:00",Organic,1.879499503,30425.03,13747.33,2776.75,0.00,13900.96,,,
"San Francisco",Weekly,"2021-11-21 00:00:00",Organic,2.093152208,72054.60,22820.84,6255.24,4.75,42973.78,,,
Seattle,Weekly,"2021-11-21 00:00:00",Organic,2.224350944,50574.09,827.88,34827.63,0.00,14918.58,,,
"South Carolina",Weekly,"2021-11-21 00:00:00",Organic,1.465547781,37260.04,469.58,4278.44,7.51,32504.50,,,
Spokane,Weekly,"2021-11-21 00:00:00",Organic,1.879765574,4147.71,142.56,2201.77,0.00,1803.38,,,
"St. Louis",Weekly,"2021-11-21 00:00:00",Organic,1.680302397,10683.39,969.78,2527.28,0.00,7186.33,,,
Syracuse,Weekly,"2021-11-21 00:00:00",Organic,1.584806238,5307.61,250.53,75.59,0.00,4981.49,,,
Tampa,Weekly,"2021-11-21 00:00:00",Organic,0.896905826,70630.80,252.35,131.94,0.00,70246.51,,,
Toledo,Weekly,"2021-11-21 00:00:00",Organic,1.441582134,4611.10,67.26,1421.55,0.00,3122.29,,,
"West Tex/New Mexico",Weekly,"2021-11-21 00:00:00",Organic,1.261573049,35836.31,9208.62,1650.14,0.00,24977.54,,,
Wichita,Weekly,"2021-11-21 00:00:00",Organic,1.476628742,4184.01,1567.69,1.96,0.00,2614.36,,,
California,Weekly,"2021-11-21 00:00:00",Organic,1.881419468,349968.79,136297.45,32186.27,22.02,181463.04,,,
"Great Lakes",Weekly,"2021-11-21 00:00:00",Organic,1.415061967,222762.98,17383.64,84031.09,0.00,121348.25,,,
Midsouth,Weekly,"2021-11-21 00:00:00",Organic,1.579686488,246565.05,6299.13,40879.97,61.91,199324.05,,,
Northeast,Weekly,"2021-11-21 00:00:00",Organic,1.708242670,297575.29,19412.26,27455.12,270.38,250437.54,,,
Plains,Weekly,"2021-11-21 00:00:00",Organic,1.631188140,56918.03,11886.52,3784.36,18.23,41228.92,,,
"South Central",Weekly,"2021-11-21 00:00:00",Organic,1.451935544,158154.15,37374.21,4751.81,0.00,116028.13,,,
Southeast,Weekly,"2021-11-21 00:00:00",Organic,1.119453151,488985.65,5947.16,24355.50,11.49,458671.50,,,
West,Weekly,"2021-11-21 00:00:00",Organic,1.766668912,316435.80,64461.82,103602.73,0.00,148371.26,,,
"Total U.S.",Weekly,"2021-11-21 00:00:00",Organic,1.544141560,2137365.74,299062.18,321046.86,384.02,1516872.68,,,
Albany,Weekly,"2021-11-28 00:00:00",Conventional,1.094562839,97021.05,30240.85,43536.54,452.45,22791.21,,,
Atlanta,Weekly,"2021-11-28 00:00:00",Conventional,0.988681385,662773.12,450131.27,110034.02,1771.20,100836.63,,,
Baltimore/Washington,Weekly,"2021-11-28 00:00:00",Conventional,1.226988070,956082.44,363302.12,213869.32,5757.92,373153.07,,,
Birmingham/Montgomery,Weekly,"2021-11-28 00:00:00",Conventional,0.972870482,271589.89,184643.22,22809.69,1298.71,62838.27,,,
Boise,Weekly,"2021-11-28 00:00:00",Conventional,1.314163610,86392.58,50551.55,6879.29,8785.86,20175.88,,,
Boston,Weekly,"2021-11-28 00:00:00",Conventional,1.504969108,453087.07,54574.45,279655.00,1709.72,117147.90,,,
Buffalo/Rochester,Weekly,"2021-11-28 00:00:00",Conventional,1.169720478,156100.63,35016.73,34941.54,609.61,85532.75,,,
Charlotte,Weekly,"2021-11-28 00:00:00",Conventional,1.185222703,312957.20,138809.08,40710.76,4188.27,129249.09,,,
Chicago,Weekly,"2021-11-28 00:00:00",Conventional,0.788716340,1182698.92,692943.96,209596.06,81334.97,198823.92,,,
Cincinnati/Dayton,Weekly,"2021-11-28 00:00:00",Conventional,1.159517541,216795.69,137291.70,46862.05,620.34,32021.60,,,
Columbus,Weekly,"2021-11-28 00:00:00",Conventional,1.143340994,187445.66,124550.63,23136.23,649.27,39109.52,,,
"Dallas/Ft. Worth",Weekly,"2021-11-28 00:00:00",Conventional,0.812433943,1173092.60,498042.95,201886.96,11500.95,461661.73,,,
Denver,Weekly,"2021-11-28 00:00:00",Conventional,1.262852869,662241.89,268972.23,169128.87,38969.46,185171.33,,,
Detroit,Weekly,"2021-11-28 00:00:00",Conventional,1.153623537,322079.35,181853.80,29293.76,23218.42,87713.38,,,
"Grand Rapids",Weekly,"2021-11-28 00:00:00",Conventional,1.396863510,127348.33,43655.37,18580.56,24843.91,40268.49,,,
Harrisburg/Scranton,Weekly,"2021-11-28 00:00:00",Conventional,1.063949108,341727.38,144007.09,76595.43,1079.39,120045.46,,,
Hartford/Springfield,Weekly,"2021-11-28 00:00:00",Conventional,1.411422671,281903.96,51241.59,150591.10,886.43,79184.84,,,
Houston,Weekly,"2021-11-28 00:00:00",Conventional,1.012801129,741604.96,342472.33,182890.79,9664.82,206577.02,,,
Indianapolis,Weekly,"2021-11-28 00:00:00",Conventional,1.091464270,187058.42,110812.19,23704.41,1600.72,50941.09,,,
Jacksonville,Weekly,"2021-11-28 00:00:00",Conventional,1.009664436,200823.49,146567.95,6593.83,615.52,47046.19,,,
"Las Vegas",Weekly,"2021-11-28 00:00:00",Conventional,1.071120772,303729.15,110749.06,96178.93,846.85,95954.31,,,
"Los Angeles",Weekly,"2021-11-28 00:00:00",Conventional,1.287651901,2485495.49,1517469.07,129450.61,253205.34,585370.46,,,
Louisville,Weekly,"2021-11-28 00:00:00",Conventional,1.190518246,91425.45,39589.63,25924.32,257.74,25653.77,,,
"Miami/Ft. Lauderdale",Weekly,"2021-11-28 00:00:00",Conventional,1.059284918,873104.59,651494.74,30060.55,4969.35,186579.96,,,
Nashville,Weekly,"2021-11-28 00:00:00",Conventional,1.062131237,234897.13,132302.65,31916.28,675.30,70002.90,,,
"Northern New England",Weekly,"2021-11-28 00:00:00",Conventional,1.328986703,345802.69,110618.63,165645.37,587.89,68950.80,,,
"New Orleans/Mobile",Weekly,"2021-11-28 00:00:00",Conventional,0.984879367,222958.97,107503.87,11353.30,883.02,103218.78,,,
"New York",Weekly,"2021-11-28 00:00:00",Conventional,1.390044096,1720070.72,447478.47,655963.61,15929.69,600698.95,,,
Orlando,Weekly,"2021-11-28 00:00:00",Conventional,0.947366394,521206.18,374149.80,11985.70,4045.02,131025.66,,,
Peoria/Springfield,Weekly,"2021-11-28 00:00:00",Conventional,0.935660204,123257.92,60643.76,27689.60,4302.20,30622.36,,,
Philadelphia,Weekly,"2021-11-28 00:00:00",Conventional,1.172932667,537608.07,193872.67,140677.43,2414.87,200643.11,,,
Phoenix/Tucson,Weekly,"2021-11-28 00:00:00",Conventional,1.029147110,887234.09,394793.58,340937.86,8023.31,143479.34,,,
Pittsburgh,Weekly,"2021-11-28 00:00:00",Conventional,1.106198831,134832.58,87776.65,5662.93,383.04,41009.96,,,
Portland,Weekly,"2021-11-28 00:00:00",Conventional,1.289872982,428236.72,254019.45,71434.16,22348.87,80434.24,,,
Providence,Weekly,"2021-11-28 00:00:00",Conventional,1.463608732,69395.10,11895.94,41828.34,205.63,15465.19,,,
Raleigh/Greensboro,Weekly,"2021-11-28 00:00:00",Conventional,1.174964372,368713.11,176053.88,49746.55,4237.82,138674.87,,,
Richmond/Norfolk,Weekly,"2021-11-28 00:00:00",Conventional,1.125191058,242104.28,128465.47,40072.73,1005.53,72560.55,,,
Roanoke,Weekly,"2021-11-28 00:00:00",Conventional,1.083190632,132705.43,75708.52,19657.72,212.91,37126.27,,,
