Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Richmond/Norfolk,Weekly,"2022-03-13 00:00:00",Conventional,1.250588706,359116.09,196539.15,53018.83,1137.73,108420.39,,,
Roanoke,Weekly,"2022-03-13 00:00:00",Conventional,1.153104590,213680.84,129169.99,27800.22,138.18,56572.45,,,
Sacramento,Weekly,"2022-03-13 00:00:00",Conventional,1.667142383,433561.87,208492.32,131292.64,6299.46,87477.45,,,
"San Diego",Weekly,"2022-03-13 00:00:00",Conventional,1.371143971,555935.45,338537.78,19095.60,59523.29,138778.78,,,
"San Francisco",Weekly,"2022-03-13 00:00:00",Conventional,1.680291061,924453.64,626772.33,164571.70,8550.36,124559.24,,,
Seattle,Weekly,"2022-03-13 00:00:00",Conventional,1.820393596,450246.26,219074.48,142252.04,2835.40,86084.35,,,
"South Carolina",Weekly,"2022-03-13 00:00:00",Conventional,1.283232342,554365.86,296226.13,72055.72,1478.07,184605.94,,,
Spokane,Weekly,"2022-03-13 00:00:00",Conventional,1.571600954,66245.66,35004.97,16493.11,195.30,14552.28,,,
"St. Louis",Weekly,"2022-03-13 00:00:00",Conventional,1.149398778,251733.07,143725.49,13544.41,789.18,93673.99,,,
Syracuse,Weekly,"2022-03-13 00:00:00",Conventional,1.308949302,101071.15,32345.45,23595.35,238.48,44891.87,,,
Tampa,Weekly,"2022-03-13 00:00:00",Conventional,1.409264282,506973.57,366165.03,12294.78,1319.01,127194.74,,,
Toledo,Weekly,"2022-03-13 00:00:00",Conventional,1.174729412,155068.25,101072.94,18616.40,3281.47,32097.44,,,
"West Tex/New Mexico",Weekly,"2022-03-13 00:00:00",Conventional,1.187105920,820124.70,405497.84,111525.34,5725.80,297375.72,,,
Wichita,Weekly,"2022-03-13 00:00:00",Conventional,1.144041512,98552.85,65146.97,7497.99,221.77,25686.12,,,
California,Weekly,"2022-03-13 00:00:00",Conventional,1.474545005,6242190.58,3892934.10,616025.95,476352.11,1256878.42,,,
"Great Lakes",Weekly,"2022-03-13 00:00:00",Conventional,1.279711071,4478724.78,2352963.87,819481.95,204545.18,1101733.78,,,
Midsouth,Weekly,"2022-03-13 00:00:00",Conventional,1.265249558,4528697.44,2237024.90,701286.99,14631.49,1575754.06,,,
Northeast,Weekly,"2022-03-13 00:00:00",Conventional,1.506478455,5481850.52,1871697.31,1838856.93,16298.14,1754998.14,,,
Plains,Weekly,"2022-03-13 00:00:00",Conventional,1.345034124,2009600.71,1029475.28,278386.78,18928.16,682810.50,,,
"South Central",Weekly,"2022-03-13 00:00:00",Conventional,1.166942860,4918257.88,2708773.31,596583.88,39188.60,1573712.10,,,
Southeast,Weekly,"2022-03-13 00:00:00",Conventional,1.377180867,5051485.17,3357052.01,357494.69,11668.03,1325270.44,,,
West,Weekly,"2022-03-13 00:00:00",Conventional,1.384349133,6078480.35,3246988.13,1240507.27,263686.59,1327298.36,,,
"Total U.S.",Weekly,"2022-03-13 00:00:00",Conventional,1.359600689,38789287.44,20696908.91,6448624.44,1045298.30,10598455.79,,,
Albany,Weekly,"2022-03-13 00:00:00",Organic,1.623396289,4881.37,217.29,187.44,3.89,4472.75,,,
Atlanta,Weekly,"2022-03-13 00:00:00",Organic,1.716781262,45114.46,275.15,14096.21,0.00,30743.10,,,
Baltimore/Washington,Weekly,"2022-03-13 00:00:00",Organic,1.722531518,76837.23,1158.36,9037.69,7.30,66633.89,,,
Birmingham/Montgomery,Weekly,"2022-03-13 00:00:00",Organic,1.717145870,15918.87,100.13,811.69,0.00,15007.06,,,
Boise,Weekly,"2022-03-13 00:00:00",Organic,2.185482701,7116.10,7.40,3779.02,0.00,3329.68,,,
Boston,Weekly,"2022-03-13 00:00:00",Organic,1.800353540,37108.82,306.41,1910.94,0.00,34891.47,,,
Buffalo/Rochester,Weekly,"2022-03-13 00:00:00",Organic,1.553755767,16859.03,639.40,83.51,0.00,16136.12,,,
Charlotte,Weekly,"2022-03-13 00:00:00",Organic,1.729707635,26786.57,584.09,3973.01,40.42,22189.05,,,
Chicago,Weekly,"2022-03-13 00:00:00",Organic,1.769943703,63968.30,9762.57,14306.33,0.00,39899.41,,,
Cincinnati/Dayton,Weekly,"2022-03-13 00:00:00",Organic,1.912449198,18874.36,2661.95,8198.71,0.00,8013.70,,,
Columbus,Weekly,"2022-03-13 00:00:00",Organic,1.633091490,15157.11,3241.44,2399.86,0.00,9515.81,,,
"Dallas/Ft. Worth",Weekly,"2022-03-13 00:00:00",Organic,1.521443398,54134.20,10394.54,980.67,0.00,42758.99,,,
Denver,Weekly,"2022-03-13 00:00:00",Organic,1.644918571,44147.41,22055.85,873.12,0.00,21218.43,,,
Detroit,Weekly,"2022-03-13 00:00:00",Organic,1.558896028,31877.02,395.45,6535.82,0.00,24945.74,,,
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Organic,1.523950718,12738.41,47.33,927.85,0.00,11763.23,,,
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Organic,1.690557183,19962.55,411.53,429.15,0.00,19121.87,,,
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.748237576,24819.09,747.66,2851.56,0.00,21219.87,,,
Houston,Weekly,"2022-03-13 00:00:00",Organic,1.424110554,25080.58,6019.07,297.11,0.00,18764.39,,,
Indianapolis,Weekly,"2022-03-13 00:00:00",Organic,1.697418666,14097.38,201.37,4120.54,0.00,9775.47,,,
Jacksonville,Weekly,"2022-03-13 00:00:00",Organic,1.308009848,30132.34,38.67,308.58,0.00,29785.10,,,
"Las Vegas",Weekly,"2022-03-13 00:00:00",Organic,1.616889169,18021.05,4409.90,3578.44,0.00,10032.70,,,
"Los Angeles",Weekly,"2022-03-13 00:00:00",Organic,1.745829942,159492.10,68347.78,6308.06,0.00,84836.26,,,
Louisville,Weekly,"2022-03-13 00:00:00",Organic,1.633942630,9081.10,396.20,3360.00,0.00,5324.90,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Organic,1.224185673,151116.23,1493.68,811.01,0.00,148811.54,,,
Nashville,Weekly,"2022-03-13 00:00:00",Organic,1.627915100,26749.91,782.03,6319.70,0.00,19648.18,,,
"Northern New England",Weekly,"2022-03-13 00:00:00",Organic,1.873190913,19952.29,1806.37,277.87,0.97,17867.08,,,
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Organic,1.269102754,16061.68,294.84,124.93,0.00,15641.91,,,
"New York",Weekly,"2022-03-13 00:00:00",Organic,1.869534806,125422.64,9170.65,13645.22,0.00,102606.78,,,
Orlando,Weekly,"2022-03-13 00:00:00",Organic,1.183040268,94065.35,168.27,124.27,0.00,93772.81,,,
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Organic,1.710271885,6447.58,64.28,1319.44,0.00,5063.86,,,
Philadelphia,Weekly,"2022-03-13 00:00:00",Organic,1.861829007,31231.15,1267.36,3429.66,0.00,26534.14,,,
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Organic,1.623710888,32182.16,6780.41,6526.86,0.00,18874.90,,,
Pittsburgh,Weekly,"2022-03-13 00:00:00",Organic,1.778363290,11422.23,1841.95,0.00,0.00,9580.29,,,
Portland,Weekly,"2022-03-13 00:00:00",Organic,2.209724970,52645.83,1730.34,29110.22,0.00,21805.28,,,
Providence,Weekly,"2022-03-13 00:00:00",Organic,1.709927318,6813.91,60.76,7.81,0.00,6745.34,,,
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Organic,1.679211202,35990.97,1206.84,4379.01,94.90,30310.22,,,
Richmond/Norfolk,Weekly,"2022-03-13 00:00:00",Organic,1.585876311,24531.86,866.32,3023.06,0.00,20642.49,,,
Roanoke,Weekly,"2022-03-13 00:00:00",Organic,1.617976600,12536.94,812.17,2046.15,0.00,9678.61,,,
Sacramento,Weekly,"2022-03-13 00:00:00",Organic,1.962645133,23676.42,6591.42,3759.45,1.13,13324.43,,,
"San Diego",Weekly,"2022-03-13 00:00:00",Organic,1.942799994,29157.81,14813.58,1427.63,0.00,12916.60,,,
"San Francisco",Weekly,"2022-03-13 00:00:00",Organic,2.133880277,73534.05,25898.94,7024.83,0.00,40610.28,,,
Seattle,Weekly,"2022-03-13 00:00:00",Organic,2.293727185,74482.26,1194.57,53291.12,0.00,19996.57,,,
"South Carolina",Weekly,"2022-03-13 00:00:00",Organic,1.594527651,43420.57,759.44,5018.92,34.31,37607.89,,,
Spokane,Weekly,"2022-03-13 00:00:00",Organic,2.282310179,5350.77,197.49,2839.27,0.00,2314.01,,,
"St. Louis",Weekly,"2022-03-13 00:00:00",Organic,1.751580441,13090.56,1301.78,3031.45,0.00,8757.33,,,
Syracuse,Weekly,"2022-03-13 00:00:00",Organic,1.535621228,6631.30,239.64,41.56,0.00,6350.09,,,
Tampa,Weekly,"2022-03-13 00:00:00",Organic,1.146816878,97543.41,135.92,174.93,0.00,97232.56,,,
Toledo,Weekly,"2022-03-13 00:00:00",Organic,1.672012512,6337.78,1107.51,1040.46,0.00,4189.81,,,
"West Tex/New Mexico",Weekly,"2022-03-13 00:00:00",Organic,1.218583418,37150.79,7594.51,1633.69,0.00,27922.59,,,
Wichita,Weekly,"2022-03-13 00:00:00",Organic,1.557772635,4684.80,1566.67,3.91,0.00,3114.22,,,
California,Weekly,"2022-03-13 00:00:00",Organic,1.899878858,356444.89,140694.88,26281.90,1.44,189466.67,,,
"Great Lakes",Weekly,"2022-03-13 00:00:00",Organic,1.716204478,244560.07,27525.96,46488.09,0.00,170546.02,,,
Midsouth,Weekly,"2022-03-13 00:00:00",Organic,1.671115091,313232.74,9357.96,48859.93,194.25,254820.61,,,
Northeast,Weekly,"2022-03-13 00:00:00",Organic,1.782783156,326531.48,19029.83,20638.76,9.30,286853.58,,,
Plains,Weekly,"2022-03-13 00:00:00",Organic,1.693947611,70871.57,14237.09,4398.67,0.00,52235.81,,,
"South Central",Weekly,"2022-03-13 00:00:00",Organic,1.480946199,174935.13,26066.13,5368.64,0.00,143500.36,,,
Southeast,Weekly,"2022-03-13 00:00:00",Organic,1.289167099,632085.55,4235.19,26856.90,39.23,600954.24,,,
West,Weekly,"2022-03-13 00:00:00",Organic,1.912250808,366986.43,65211.28,132252.79,0.00,169522.36,,,
"Total U.S.",Weekly,"2022-03-13 00:00:00",Organic,1.648767823,2485647.85,306358.31,311145.68,244.22,1867899.64,,,
Albany,Weekly,"2022-03-20 00:00:00",Conventional,1.227812288,117692.77,40969.80,53104.20,462.42,23156.35,,,
Atlanta,Weekly,"2022-03-20 00:00:00",Conventional,1.129633978,799567.68,535934.68,108841.91,1200.88,153590.21,,,
Baltimore/Washington,Weekly,"2022-03-20 00:00:00",Conventional,1.417706042,1139121.72,442126.82,186375.26,3782.80,506836.84,,,
Birmingham/Montgomery,Weekly,"2022-03-20 00:00:00",Conventional,1.323429604,330886.47,203686.70,26183.48,911.08,100105.21,,,
Boise,Weekly,"2022-03-20 00:00:00",Conventional,1.313997641,117868.27,45211.04,10309.41,9054.06,53293.76,,,
Boston,Weekly,"2022-03-20 00:00:00",Conventional,1.690419498,582061.06,143749.12,286482.80,1329.04,150500.10,,,
Buffalo/Rochester,Weekly,"2022-03-20 00:00:00",Conventional,1.376544097,208765.03,49187.51,37844.89,1255.24,120477.39,,,
Charlotte,Weekly,"2022-03-20 00:00:00",Conventional,1.376515022,395517.68,172534.73,59085.36,3278.08,160619.51,,,
Chicago,Weekly,"2022-03-20 00:00:00",Conventional,1.424317490,983016.44,395886.43,216126.49,82413.81,288589.72,,,
Cincinnati/Dayton,Weekly,"2022-03-20 00:00:00",Conventional,1.210972694,327205.26,231007.30,55951.33,389.57,39857.06,,,
Columbus,Weekly,"2022-03-20 00:00:00",Conventional,1.217065723,275962.08,190690.70,37253.90,425.66,47591.82,,,
"Dallas/Ft. Worth",Weekly,"2022-03-20 00:00:00",Conventional,1.069397922,1439692.12,784906.98,183512.26,10575.33,460697.56,,,
Denver,Weekly,"2022-03-20 00:00:00",Conventional,1.517466391,834291.24,374500.38,124008.39,135886.88,199895.59,,,
Detroit,Weekly,"2022-03-20 00:00:00",Conventional,1.219952267,484375.40,333931.57,30987.63,25465.60,93990.60,,,
"Grand Rapids",Weekly,"2022-03-20 00:00:00",Conventional,1.568758807,168938.26,64284.60,20297.69,25106.65,59249.32,,,
Harrisburg/Scranton,Weekly,"2022-03-20 00:00:00",Conventional,1.408405353,386036.65,176231.84,58110.17,837.39,150857.26,,,
Hartford/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.508456067,344012.46,54701.25,192061.16,2088.74,95161.31,,,
Houston,Weekly,"2022-03-20 00:00:00",Conventional,1.118098884,933684.03,593382.73,147534.64,9565.93,183200.74,,,
Indianapolis,Weekly,"2022-03-20 00:00:00",Conventional,1.181440427,277363.55,184293.48,33522.95,1050.65,58496.47,,,
Jacksonville,Weekly,"2022-03-20 00:00:00",Conventional,1.422166215,214610.95,139877.85,10329.92,715.69,63687.48,,,
"Las Vegas",Weekly,"2022-03-20 00:00:00",Conventional,1.267856707,371760.38,217682.18,48583.66,977.70,104516.84,,,
"Los Angeles",Weekly,"2022-03-20 00:00:00",Conventional,1.391089633,2792103.31,1628158.90,57181.39,393987.16,712775.86,,,
Louisville,Weekly,"2022-03-20 00:00:00",Conventional,1.160485034,135601.20,84010.99,16774.23,208.89,34607.09,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-20 00:00:00",Conventional,1.516437919,858396.82,627547.70,29814.36,4283.88,196750.88,,,
Nashville,Weekly,"2022-03-20 00:00:00",Conventional,1.229880061,305741.74,185803.46,25916.91,383.15,93638.23,,,
"Northern New England",Weekly,"2022-03-20 00:00:00",Conventional,1.438889675,446720.12,213793.51,150911.27,456.46,81558.89,,,
"New Orleans/Mobile",Weekly,"2022-03-20 00:00:00",Conventional,1.298572568,288872.03,150733.96,16196.31,1239.86,120701.90,,,
"New York",Weekly,"2022-03-20 00:00:00",Conventional,1.616401519,1632387.65,327499.79,720652.42,11477.17,572758.28,,,
Orlando,Weekly,"2022-03-20 00:00:00",Conventional,1.410011411,513683.22,328672.59,12037.66,1571.42,171401.54,,,
Peoria/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.170326859,152882.12,86286.34,12941.96,3956.75,49697.07,,,
Philadelphia,Weekly,"2022-03-20 00:00:00",Conventional,1.397345897,595796.11,217540.41,114178.55,1924.63,262152.52,,,
Phoenix/Tucson,Weekly,"2022-03-20 00:00:00",Conventional,1.193416870,1178051.43,761772.82,233441.66,18255.18,164581.77,,,
Pittsburgh,Weekly,"2022-03-20 00:00:00",Conventional,1.500293177,161587.65,97314.15,2953.30,504.21,60815.99,,,
Portland,Weekly,"2022-03-20 00:00:00",Conventional,1.574065149,528569.89,241420.78,154240.20,32898.12,100010.79,,,
Providence,Weekly,"2022-03-20 00:00:00",Conventional,1.699358614,89869.85,23649.45,45107.48,189.81,20923.12,,,
Raleigh/Greensboro,Weekly,"2022-03-20 00:00:00",Conventional,1.341616353,452768.63,205487.32,69951.56,2993.90,174335.86,,,
Richmond/Norfolk,Weekly,"2022-03-20 00:00:00",Conventional,1.242737516,346356.35,196226.14,45777.71,994.04,103358.46,,,
Roanoke,Weekly,"2022-03-20 00:00:00",Conventional,1.139139873,205288.75,133450.09,21010.25,143.22,50685.19,,,
Sacramento,Weekly,"2022-03-20 00:00:00",Conventional,1.568281977,407128.29,209798.00,97290.54,7411.66,92628.09,,,
"San Diego",Weekly,"2022-03-20 00:00:00",Conventional,1.360364173,519637.78,281775.55,18351.55,63471.31,156039.36,,,
"San Francisco",Weekly,"2022-03-20 00:00:00",Conventional,1.443025418,775744.89,521542.23,101569.02,8323.85,144309.79,,,
Seattle,Weekly,"2022-03-20 00:00:00",Conventional,1.820157201,473278.92,184756.48,173391.06,2979.24,112152.14,,,
"South Carolina",Weekly,"2022-03-20 00:00:00",Conventional,1.269616153,560215.09,298908.04,73378.04,1493.25,186435.77,,,
Spokane,Weekly,"2022-03-20 00:00:00",Conventional,1.594200091,69984.20,33490.08,19115.35,145.94,17232.83,,,
"St. Louis",Weekly,"2022-03-20 00:00:00",Conventional,1.166927474,247024.65,142736.08,14746.27,809.85,88732.45,,,
Syracuse,Weekly,"2022-03-20 00:00:00",Conventional,1.321884470,94026.82,28733.47,21616.27,354.32,43322.76,,,
Tampa,Weekly,"2022-03-20 00:00:00",Conventional,1.430650189,527120.23,376916.60,13796.92,1309.24,135097.46,,,
Toledo,Weekly,"2022-03-20 00:00:00",Conventional,1.214097550,146485.67,97235.26,17212.03,2823.49,29214.89,,,
"West Tex/New Mexico",Weekly,"2022-03-20 00:00:00",Conventional,1.136451902,885704.30,388958.41,109073.29,5871.11,381801.50,,,
Wichita,Weekly,"2022-03-20 00:00:00",Conventional,1.093968570,110076.38,76440.21,6092.77,154.20,27389.20,,,
California,Weekly,"2022-03-20 00:00:00",Conventional,1.418124465,5692043.27,3364492.04,432211.82,540186.94,1355152.48,,,
"Great Lakes",Weekly,"2022-03-20 00:00:00",Conventional,1.299670272,4349945.11,2365607.40,733050.62,185482.10,1065805.00,,,
Midsouth,Weekly,"2022-03-20 00:00:00",Conventional,1.298874081,4378275.87,2229264.21,592540.75,14650.65,1541820.25,,,
Northeast,Weekly,"2022-03-20 00:00:00",Conventional,1.491795028,4864400.52,1394286.40,1736161.75,16153.08,1717799.29,,,
Plains,Weekly,"2022-03-20 00:00:00",Conventional,1.330883140,2064036.74,1048105.18,302845.00,18458.94,694627.63,,,
"South Central",Weekly,"2022-03-20 00:00:00",Conventional,1.149034652,5022281.54,2805598.85,580110.74,41071.84,1595500.11,,,
Southeast,Weekly,"2022-03-20 00:00:00",Conventional,1.348968870,5073283.83,3390653.02,335320.26,11201.71,1336108.84,,,
West,Weekly,"2022-03-20 00:00:00",Conventional,1.392064061,6168206.19,3194513.90,1221799.17,302050.01,1449843.11,,,
"Total U.S.",Weekly,"2022-03-20 00:00:00",Conventional,1.345751580,37612473.08,19792520.99,5934040.11,1129255.27,10756656.71,,,
Albany,Weekly,"2022-03-20 00:00:00",Organic,1.696388324,4684.09,268.21,304.77,0.97,4110.14,,,
Atlanta,Weekly,"2022-03-20 00:00:00",Organic,1.757663888,44396.18,190.29,13150.37,0.00,31055.51,,,
Baltimore/Washington,Weekly,"2022-03-20 00:00:00",Organic,1.651463302,83539.64,1121.45,9885.32,2.08,72530.80,,,
Birmingham/Montgomery,Weekly,"2022-03-20 00:00:00",Organic,1.691046124,15069.06,78.61,789.10,0.00,14201.35,,,
Boise,Weekly,"2022-03-20 00:00:00",Organic,2.359703232,6280.13,0.94,3987.04,0.00,2292.15,,,
Boston,Weekly,"2022-03-20 00:00:00",Organic,1.856483995,34514.62,278.69,2185.72,0.00,32050.21,,,
Buffalo/Rochester,Weekly,"2022-03-20 00:00:00",Organic,1.651141431,16687.04,830.09,86.86,0.00,15770.09,,,
Charlotte,Weekly,"2022-03-20 00:00:00",Organic,1.691499468,28549.02,430.06,4838.83,26.92,23253.22,,,
Chicago,Weekly,"2022-03-20 00:00:00",Organic,1.827489608,57869.30,8994.92,16078.77,0.00,32795.60,,,
Cincinnati/Dayton,Weekly,"2022-03-20 00:00:00",Organic,1.956260550,16879.23,129.68,10263.92,0.00,6485.63,,,
Columbus,Weekly,"2022-03-20 00:00:00",Organic,1.713467620,11920.72,839.43,4064.92,0.00,7016.37,,,
"Dallas/Ft. Worth",Weekly,"2022-03-20 00:00:00",Organic,1.550429192,51691.07,13312.50,1061.72,0.00,37316.86,,,
Denver,Weekly,"2022-03-20 00:00:00",Organic,1.672098844,44667.68,21721.66,772.04,0.00,22173.98,,,
Detroit,Weekly,"2022-03-20 00:00:00",Organic,1.556931995,28311.26,252.67,6233.51,0.00,21825.08,,,
"Grand Rapids",Weekly,"2022-03-20 00:00:00",Organic,1.572100985,10500.93,33.36,914.33,0.00,9553.24,,,
Harrisburg/Scranton,Weekly,"2022-03-20 00:00:00",Organic,1.724716643,19966.23,715.19,509.46,0.00,18741.58,,,
Hartford/Springfield,Weekly,"2022-03-20 00:00:00",Organic,1.839497519,24867.78,503.67,4251.99,0.00,20112.13,,,
Houston,Weekly,"2022-03-20 00:00:00",Organic,1.382439846,28250.52,8775.48,656.12,0.00,18818.92,,,
Indianapolis,Weekly,"2022-03-20 00:00:00",Organic,1.854468243,10528.85,239.17,3497.43,0.00,6792.25,,,
Jacksonville,Weekly,"2022-03-20 00:00:00",Organic,1.288013717,32806.93,75.14,366.44,0.00,32365.34,,,
"Las Vegas",Weekly,"2022-03-20 00:00:00",Organic,1.712831306,17837.39,4824.87,3305.82,0.00,9706.69,,,
"Los Angeles",Weekly,"2022-03-20 00:00:00",Organic,1.843758617,152641.50,75276.60,5754.12,0.00,71610.79,,,
Louisville,Weekly,"2022-03-20 00:00:00",Organic,1.787177306,8180.80,21.13,4237.78,0.00,3921.89,,,
"Miami/Ft. Lauderdale",Weekly,"2022-03-20 00:00:00",Organic,1.240399241,143995.02,1266.46,777.13,0.00,141951.43,,,
Nashville,Weekly,"2022-03-20 00:00:00",Organic,1.716077882,22575.16,70.49,6029.90,0.00,16474.77,,,
"Northern New England",Weekly,"2022-03-20 00:00:00",Organic,1.936337308,17518.44,1867.84,245.40,0.00,15405.20,,,
"New Orleans/Mobile",Weekly,"2022-03-20 00:00:00",Organic,1.420950196,12687.66,313.67,142.49,0.00,12231.50,,,
"New York",Weekly,"2022-03-20 00:00:00",Organic,1.868441889,122006.80,10188.12,9852.78,0.00,101965.90,,,
Orlando,Weekly,"2022-03-20 00:00:00",Organic,1.215227564,102589.84,191.72,150.46,0.00,102247.66,,,
Peoria/Springfield,Weekly,"2022-03-20 00:00:00",Organic,1.820036390,5758.14,50.40,1362.64,0.00,4345.10,,,
Philadelphia,Weekly,"2022-03-20 00:00:00",Organic,1.881710941,30684.03,1576.58,3649.96,0.00,25457.48,,,
Phoenix/Tucson,Weekly,"2022-03-20 00:00:00",Organic,1.556408282,35570.11,9538.04,6744.60,0.00,19287.48,,,
Pittsburgh,Weekly,"2022-03-20 00:00:00",Organic,1.776780224,10655.89,1620.97,1.98,0.00,9032.94,,,
Portland,Weekly,"2022-03-20 00:00:00",Organic,2.287584927,44121.17,1199.75,26942.86,0.00,15978.56,,,
Providence,Weekly,"2022-03-20 00:00:00",Organic,1.788237248,6152.91,63.45,12.11,0.00,6077.35,,,
Raleigh/Greensboro,Weekly,"2022-03-20 00:00:00",Organic,1.629315399,34268.03,1015.81,5193.62,74.48,27984.13,,,
Richmond/Norfolk,Weekly,"2022-03-20 00:00:00",Organic,1.538576338,28313.24,265.25,4005.22,1.00,24041.76,,,
Roanoke,Weekly,"2022-03-20 00:00:00",Organic,1.638690166,11468.20,155.56,2728.47,0.00,8584.16,,,
Sacramento,Weekly,"2022-03-20 00:00:00",Organic,1.937841476,24625.35,6191.19,3423.04,0.00,15011.12,,,
"San Diego",Weekly,"2022-03-20 00:00:00",Organic,2.015240331,29455.12,15276.31,1528.60,0.00,12650.21,,,
"San Francisco",Weekly,"2022-03-20 00:00:00",Organic,2.069206186,76388.34,22995.28,6759.08,0.00,46633.98,,,
Seattle,Weekly,"2022-03-20 00:00:00",Organic,2.281898284,68265.31,780.44,50878.93,0.00,16605.94,,,
"South Carolina",Weekly,"2022-03-20 00:00:00",Organic,1.532689628,44740.64,785.62,5151.06,47.15,38756.80,,,
Spokane,Weekly,"2022-03-20 00:00:00",Organic,2.328397464,4890.44,85.37,2688.51,0.00,2116.56,,,
"St. Louis",Weekly,"2022-03-20 00:00:00",Organic,1.748674722,13613.63,1323.49,2963.89,0.00,9326.24,,,
Syracuse,Weekly,"2022-03-20 00:00:00",Organic,1.553870613,6419.84,333.84,95.15,0.00,5990.85,,,
Tampa,Weekly,"2022-03-20 00:00:00",Organic,1.137231552,99766.53,121.71,170.63,0.00,99474.19,,,
Toledo,Weekly,"2022-03-20 00:00:00",Organic,1.735179690,5087.87,191.20,1634.68,0.00,3262.00,,,
"West Tex/New Mexico",Weekly,"2022-03-20 00:00:00",Organic,1.228863900,44191.85,9559.44,1408.15,0.00,33224.26,,,
Wichita,Weekly,"2022-03-20 00:00:00",Organic,1.572308245,4764.86,1815.12,0.00,0.00,2949.74,,,
California,Weekly,"2022-03-20 00:00:00",Organic,1.936449456,349053.30,144169.32,24417.91,0.00,180466.06,,,
"Great Lakes",Weekly,"2022-03-20 00:00:00",Organic,1.775489413,209498.73,20463.78,51593.92,0.00,137441.04,,,
Midsouth,Weekly,"2022-03-20 00:00:00",Organic,1.651739985,310280.60,4693.85,55480.74,165.32,249940.69,,,
Northeast,Weekly,"2022-03-20 00:00:00",Organic,1.821833005,314807.21,17366.17,22660.41,1.01,274779.62,,,
Plains,Weekly,"2022-03-20 00:00:00",Organic,1.694331456,65668.81,11829.58,4300.11,0.00,49539.12,,,
"South Central",Weekly,"2022-03-20 00:00:00",Organic,1.496845754,174527.91,34128.94,6330.75,0.00,134068.22,,,
Southeast,Weekly,"2022-03-20 00:00:00",Organic,1.290501168,640843.27,3351.75,26753.97,52.47,610685.08,,,
West,Weekly,"2022-03-20 00:00:00",Organic,1.912585390,356255.51,67082.49,126852.53,0.00,162320.49,,,
"Total U.S.",Weekly,"2022-03-20 00:00:00",Organic,1.658367321,2420935.34,303085.88,318390.35,218.80,1799240.32,,,
Albany,Weekly,"2022-03-27 00:00:00",Conventional,1.220745639,125866.76,38106.68,59475.36,487.03,27797.68,,,
Atlanta,Weekly,"2022-03-27 00:00:00",Conventional,1.123738675,804547.88,543720.04,106218.14,1104.89,153504.80,,,
Baltimore/Washington,Weekly,"2022-03-27 00:00:00",Conventional,1.380739100,1175862.21,433532.10,180741.71,5281.38,556307.02,,,
Birmingham/Montgomery,Weekly,"2022-03-27 00:00:00",Conventional,1.331708935,330488.42,205061.19,24425.75,1007.67,99993.81,,,
Boise,Weekly,"2022-03-27 00:00:00",Conventional,1.701353764,97369.65,52733.83,12467.48,11048.61,21119.73,,,
Boston,Weekly,"2022-03-27 00:00:00",Conventional,1.685886831,589307.86,145165.35,289249.69,1360.59,153532.22,,,
Buffalo/Rochester,Weekly,"2022-03-27 00:00:00",Conventional,1.372944306,215237.97,48125.55,41270.40,1245.51,124596.51,,,
Charlotte,Weekly,"2022-03-27 00:00:00",Conventional,1.376228390,411746.55,153515.63,56416.11,3450.35,198364.47,,,
Chicago,Weekly,"2022-03-27 00:00:00",Conventional,1.445545007,995506.88,374142.09,248036.63,83146.86,290181.31,,,
Cincinnati/Dayton,Weekly,"2022-03-27 00:00:00",Conventional,1.373453172,308765.11,223526.15,41529.00,380.59,43329.37,,,
Columbus,Weekly,"2022-03-27 00:00:00",Conventional,1.359659888,251132.63,169493.91,31420.87,457.36,49760.49,,,
"Dallas/Ft. Worth",Weekly,"2022-03-27 00:00:00",Conventional,1.051638441,1500150.83,783741.35,180577.78,10842.39,524989.31,,,
Denver,Weekly,"2022-03-27 00:00:00",Conventional,1.508335869,825070.45,422110.02,127860.96,73198.88,201900.59,,,
Detroit,Weekly,"2022-03-27 00:00:00",Conventional,1.403890857,436967.68,257236.28,54035.35,24466.18,101229.86,,,
"Grand Rapids",Weekly,"2022-03-27 00:00:00",Conventional,1.637167120,177458.52,46428.66,40376.51,29860.47,60792.87,,,
Harrisburg/Scranton,Weekly,"2022-03-27 00:00:00",Conventional,1.355817508,412628.97,192200.05,67361.75,830.87,152236.29,,,
Hartford/Springfield,Weekly,"2022-03-27 00:00:00",Conventional,1.503820271,374235.33,58306.79,217314.95,5803.33,92810.26,,,
Houston,Weekly,"2022-03-27 00:00:00",Conventional,1.122714048,973850.44,597279.90,152780.84,12857.12,210932.58,,,
