Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Indianapolis,Weekly,"2023-04-30 00:00:00",Conventional,1.107305253,295278.37,97521.10,117065.12,9903.25,70788.89,,,
Jacksonville,Weekly,"2023-04-30 00:00:00",Conventional,0.990818017,306217.34,207464.32,3863.49,16.34,94873.19,,,
"Las Vegas",Weekly,"2023-04-30 00:00:00",Conventional,1.004059124,413090.76,153849.05,81799.59,4944.79,172497.33,,,
"Los Angeles",Weekly,"2023-04-30 00:00:00",Conventional,1.167589522,3190064.46,1709103.62,48508.05,686105.46,746347.34,,,
Louisville,Weekly,"2023-04-30 00:00:00",Conventional,1.079030949,154453.91,55350.56,53906.52,2298.63,42898.20,,,
"Miami/Ft. Lauderdale",Weekly,"2023-04-30 00:00:00",Conventional,0.999222110,1482951.37,979676.60,53295.10,2035.42,447944.25,,,
Nashville,Weekly,"2023-04-30 00:00:00",Conventional,0.967280931,359429.77,184822.90,64036.03,102.46,110468.39,,,
"Northern New England",Weekly,"2023-04-30 00:00:00",Conventional,1.026773353,524656.35,145738.62,277421.00,102.10,101394.63,,,
"New Orleans/Mobile",Weekly,"2023-04-30 00:00:00",Conventional,0.803881359,378350.91,219053.06,11157.59,1908.62,146231.63,,,
"New York",Weekly,"2023-04-30 00:00:00",Conventional,1.137728062,2903041.82,460626.42,1652731.78,25041.49,764642.13,,,
Orlando,Weekly,"2023-04-30 00:00:00",Conventional,0.970750128,806767.59,493813.02,18289.20,148.73,294516.63,,,
Peoria/Springfield,Weekly,"2023-04-30 00:00:00",Conventional,0.918694974,175918.87,90338.52,30398.01,4292.62,50889.72,,,
Philadelphia,Weekly,"2023-04-30 00:00:00",Conventional,0.988286310,851479.52,229611.20,302260.45,14147.41,305460.46,,,
Phoenix/Tucson,Weekly,"2023-04-30 00:00:00",Conventional,0.902187541,1279716.59,661701.75,312752.46,4031.02,301231.36,,,
Pittsburgh,Weekly,"2023-04-30 00:00:00",Conventional,0.999310809,211882.86,111542.17,18321.91,94.90,81923.89,,,
Portland,Weekly,"2023-04-30 00:00:00",Conventional,1.128893670,626247.74,317252.86,168909.00,41248.67,98837.21,,,
Providence,Weekly,"2023-04-30 00:00:00",Conventional,1.239703120,120557.64,23054.66,72114.17,77.96,25310.85,,,
Raleigh/Greensboro,Weekly,"2023-04-30 00:00:00",Conventional,1.050509438,527884.96,223729.56,81047.55,676.24,222431.61,,,
Richmond/Norfolk,Weekly,"2023-04-30 00:00:00",Conventional,1.039624764,374595.24,126883.93,118141.12,181.00,129389.19,,,
Roanoke,Weekly,"2023-04-30 00:00:00",Conventional,1.032952286,218403.15,87027.88,66477.05,774.08,64124.14,,,
Sacramento,Weekly,"2023-04-30 00:00:00",Conventional,1.273433987,491552.45,174463.81,236323.75,8716.00,72048.88,,,
"San Diego",Weekly,"2023-04-30 00:00:00",Conventional,1.171979641,559477.24,319853.14,14639.32,88644.42,136340.36,,,
"San Francisco",Weekly,"2023-04-30 00:00:00",Conventional,1.422880189,726185.12,267177.48,341939.54,9443.05,107625.05,,,
Seattle,Weekly,"2023-04-30 00:00:00",Conventional,1.411704020,551960.41,260792.93,187910.39,29582.67,73674.41,,,
"South Carolina",Weekly,"2023-04-30 00:00:00",Conventional,0.984185386,668087.54,367687.08,74223.46,592.77,225584.22,,,
Spokane,Weekly,"2023-04-30 00:00:00",Conventional,1.165023017,86075.85,46240.11,24430.46,31.49,15373.79,,,
"St. Louis",Weekly,"2023-04-30 00:00:00",Conventional,0.833724071,295377.78,180243.15,12935.19,44.71,102154.73,,,
Syracuse,Weekly,"2023-04-30 00:00:00",Conventional,0.967506692,121379.05,30116.15,40407.69,387.84,50467.37,,,
Tampa,Weekly,"2023-04-30 00:00:00",Conventional,0.978752569,798151.72,511234.48,33850.36,99.39,252967.48,,,
Toledo,Weekly,"2023-04-30 00:00:00",Conventional,1.094394930,144583.18,45186.11,56941.48,6859.71,35595.88,,,
"West Tex/New Mexico",Weekly,"2023-04-30 00:00:00",Conventional,0.862255056,952583.40,474730.59,90432.06,6749.31,380671.44,,,
Wichita,Weekly,"2023-04-30 00:00:00",Conventional,0.956438477,122100.85,56324.00,31685.11,52.92,34038.81,,,
California,Weekly,"2023-04-30 00:00:00",Conventional,1.220636869,6301968.21,3090314.41,1036575.90,884909.47,1290168.44,,,
"Great Lakes",Weekly,"2023-04-30 00:00:00",Conventional,1.030586737,4964299.93,1834496.48,1687317.84,238667.00,1203818.61,,,
Midsouth,Weekly,"2023-04-30 00:00:00",Conventional,1.064224201,4965534.64,2024983.43,1113844.77,12422.10,1814284.35,,,
Northeast,Weekly,"2023-04-30 00:00:00",Conventional,1.082130509,7265042.59,1420878.10,3666558.60,38137.69,2139468.19,,,
Plains,Weekly,"2023-04-30 00:00:00",Conventional,0.946900137,2452970.08,1284366.16,391193.20,6529.35,770881.37,,,
"South Central",Weekly,"2023-04-30 00:00:00",Conventional,0.818392217,6100598.06,3139185.68,957333.28,100683.34,1903395.76,,,
Southeast,Weekly,"2023-04-30 00:00:00",Conventional,0.972869652,7168865.17,4473507.79,461175.46,1686.36,2232495.56,,,
West,Weekly,"2023-04-30 00:00:00",Conventional,1.051158075,6982732.60,3193225.68,1942254.30,146479.06,1700773.55,,,
"Total U.S.",Weekly,"2023-04-30 00:00:00",Conventional,1.029921604,46202011.28,20460957.73,11256253.34,1429514.38,13055285.83,,,
Albany,Weekly,"2023-04-30 00:00:00",Organic,1.368549566,5234.45,369.68,233.73,0.00,4631.04,,,
Atlanta,Weekly,"2023-04-30 00:00:00",Organic,1.269222506,43723.78,303.58,12321.32,0.00,31098.87,,,
Baltimore/Washington,Weekly,"2023-04-30 00:00:00",Organic,1.343789552,95361.53,1830.63,10398.95,5.21,83126.74,,,
Birmingham/Montgomery,Weekly,"2023-04-30 00:00:00",Organic,1.118995135,17720.34,163.45,579.70,0.00,16977.19,,,
Boise,Weekly,"2023-04-30 00:00:00",Organic,1.475984144,8235.15,669.58,3589.03,0.00,3976.54,,,
Boston,Weekly,"2023-04-30 00:00:00",Organic,1.596628845,36245.77,381.06,1466.35,0.00,34398.36,,,
Buffalo/Rochester,Weekly,"2023-04-30 00:00:00",Organic,1.395625576,18816.69,465.21,78.71,0.00,18272.77,,,
Charlotte,Weekly,"2023-04-30 00:00:00",Organic,1.238462468,32939.59,916.69,1938.26,25.15,30059.50,,,
Chicago,Weekly,"2023-04-30 00:00:00",Organic,1.296248355,80853.95,3251.51,15467.89,0.00,62134.54,,,
Cincinnati/Dayton,Weekly,"2023-04-30 00:00:00",Organic,1.400327853,19098.39,115.54,7643.47,0.00,11339.39,,,
Columbus,Weekly,"2023-04-30 00:00:00",Organic,1.287792037,20019.86,4523.08,948.33,0.00,14548.45,,,
"Dallas/Ft. Worth",Weekly,"2023-04-30 00:00:00",Organic,1.078358222,62314.48,16940.20,849.19,0.00,44525.09,,,
Denver,Weekly,"2023-04-30 00:00:00",Organic,1.153612705,55323.73,29514.80,959.52,0.00,24849.41,,,
Detroit,Weekly,"2023-04-30 00:00:00",Organic,1.321891672,23553.18,517.36,6009.27,0.00,17026.55,,,
"Grand Rapids",Weekly,"2023-04-30 00:00:00",Organic,1.287399142,8877.73,126.11,626.26,46.64,8078.72,,,
Harrisburg/Scranton,Weekly,"2023-04-30 00:00:00",Organic,1.301590015,22628.00,359.89,469.10,0.00,21799.01,,,
Hartford/Springfield,Weekly,"2023-04-30 00:00:00",Organic,1.443044196,27495.97,948.19,4572.97,0.00,21974.81,,,
Houston,Weekly,"2023-04-30 00:00:00",Organic,0.945185281,27852.53,7491.06,405.63,0.00,19955.84,,,
Indianapolis,Weekly,"2023-04-30 00:00:00",Organic,1.304851435,13034.32,2802.87,875.50,0.00,9355.95,,,
Jacksonville,Weekly,"2023-04-30 00:00:00",Organic,1.232397589,14446.74,372.75,89.78,0.00,13984.21,,,
"Las Vegas",Weekly,"2023-04-30 00:00:00",Organic,1.103692125,24586.27,9384.45,1594.71,0.00,13607.10,,,
"Los Angeles",Weekly,"2023-04-30 00:00:00",Organic,1.800456626,159553.44,60509.35,7513.56,4349.55,87180.98,,,
Louisville,Weekly,"2023-04-30 00:00:00",Organic,1.409597647,9363.18,2538.51,1389.40,0.00,5435.27,,,
"Miami/Ft. Lauderdale",Weekly,"2023-04-30 00:00:00",Organic,1.157343881,67172.53,687.09,448.03,0.00,66037.40,,,
Nashville,Weekly,"2023-04-30 00:00:00",Organic,1.303609690,29165.22,7214.37,3262.03,0.00,18688.82,,,
"Northern New England",Weekly,"2023-04-30 00:00:00",Organic,1.707921753,16068.12,2360.75,234.13,0.00,13473.24,,,
"New Orleans/Mobile",Weekly,"2023-04-30 00:00:00",Organic,1.366434776,11562.52,524.07,138.22,0.00,10900.23,,,
"New York",Weekly,"2023-04-30 00:00:00",Organic,1.497351386,138947.06,12187.49,21377.14,67.69,105314.73,,,
Orlando,Weekly,"2023-04-30 00:00:00",Organic,1.127496901,44123.11,678.98,105.79,0.00,43338.35,,,
Peoria/Springfield,Weekly,"2023-04-30 00:00:00",Organic,1.229206098,8917.63,580.94,727.73,0.00,7608.96,,,
Philadelphia,Weekly,"2023-04-30 00:00:00",Organic,1.414695921,41316.43,2247.90,4692.29,0.00,34376.25,,,
Phoenix/Tucson,Weekly,"2023-04-30 00:00:00",Organic,1.263294806,36836.76,17282.05,3653.12,0.00,15901.60,,,
Pittsburgh,Weekly,"2023-04-30 00:00:00",Organic,1.300847864,13716.65,1585.74,2.00,0.00,12128.91,,,
Portland,Weekly,"2023-04-30 00:00:00",Organic,1.715941982,38051.57,303.71,23963.02,0.00,13784.84,,,
Providence,Weekly,"2023-04-30 00:00:00",Organic,1.375715908,5824.15,34.74,1.12,0.00,5788.29,,,
Raleigh/Greensboro,Weekly,"2023-04-30 00:00:00",Organic,1.270811540,42321.72,1292.53,1868.75,20.21,39140.22,,,
Richmond/Norfolk,Weekly,"2023-04-30 00:00:00",Organic,1.236055477,32469.01,2467.86,1343.61,4.00,28653.53,,,
Roanoke,Weekly,"2023-04-30 00:00:00",Organic,1.279434498,16912.96,2814.12,912.84,0.00,13185.99,,,
Sacramento,Weekly,"2023-04-30 00:00:00",Organic,1.101154860,50887.41,6344.07,1563.32,0.00,42980.03,,,
"San Diego",Weekly,"2023-04-30 00:00:00",Organic,2.106537203,23114.05,12740.17,879.48,256.88,9237.52,,,
"San Francisco",Weekly,"2023-04-30 00:00:00",Organic,1.564886243,81402.83,22257.33,3464.80,0.00,55680.70,,,
Seattle,Weekly,"2023-04-30 00:00:00",Organic,2.110424225,65685.32,14228.70,38802.90,61.75,12591.97,,,
"South Carolina",Weekly,"2023-04-30 00:00:00",Organic,1.232877600,40199.47,1108.28,3167.94,0.00,35923.24,,,
Spokane,Weekly,"2023-04-30 00:00:00",Organic,1.588429822,6247.27,1998.98,1797.32,0.00,2450.97,,,
"St. Louis",Weekly,"2023-04-30 00:00:00",Organic,1.614243384,11204.19,987.61,2443.26,0.00,7773.32,,,
Syracuse,Weekly,"2023-04-30 00:00:00",Organic,1.308949524,7457.75,236.94,75.55,0.00,7145.26,,,
Tampa,Weekly,"2023-04-30 00:00:00",Organic,1.127542470,32811.85,509.20,101.85,0.00,32200.81,,,
Toledo,Weekly,"2023-04-30 00:00:00",Organic,1.294154606,7520.57,1601.44,485.40,0.00,5433.72,,,
"West Tex/New Mexico",Weekly,"2023-04-30 00:00:00",Organic,1.046466834,35773.95,12900.01,627.40,0.00,22246.54,,,
Wichita,Weekly,"2023-04-30 00:00:00",Organic,1.144694179,4701.81,1049.46,10.67,0.00,3641.69,,,
California,Weekly,"2023-04-30 00:00:00",Organic,1.585877775,407784.81,127656.26,15653.59,4845.30,259629.67,,,
"Great Lakes",Weekly,"2023-04-30 00:00:00",Organic,1.215203756,303670.20,23085.39,43453.94,62.03,237068.84,,,
Midsouth,Weekly,"2023-04-30 00:00:00",Organic,1.288729693,373157.52,26018.70,32196.32,75.44,314867.06,,,
Northeast,Weekly,"2023-04-30 00:00:00",Organic,1.459938149,355791.01,23723.55,27115.00,6.45,304946.01,,,
Plains,Weekly,"2023-04-30 00:00:00",Organic,1.038095056,168121.30,10751.19,19418.42,0.00,137951.69,,,
"South Central",Weekly,"2023-04-30 00:00:00",Organic,1.071984743,208552.28,44626.73,5107.79,0.00,158817.76,,,
Southeast,Weekly,"2023-04-30 00:00:00",Organic,1.174661623,340641.41,5862.26,21581.67,0.00,313197.48,,,
West,Weekly,"2023-04-30 00:00:00",Organic,1.419691685,392004.20,120935.56,98598.39,69.64,172400.61,,,
"Total U.S.",Weekly,"2023-04-30 00:00:00",Organic,1.322027798,2549722.72,382659.63,263125.10,5058.86,1898879.12,,,
Albany,Weekly,"2023-05-07 00:00:00",Conventional,0.992725281,187467.83,46723.27,107700.76,17.50,33026.30,,,
Atlanta,Weekly,"2023-05-07 00:00:00",Conventional,0.897174992,1075498.94,625050.10,203810.40,156.83,246481.60,,,
Baltimore/Washington,Weekly,"2023-05-07 00:00:00",Conventional,1.032507534,1478032.60,575017.94,440671.56,2419.12,459923.97,,,
Birmingham/Montgomery,Weekly,"2023-05-07 00:00:00",Conventional,0.842259978,502688.34,356951.00,17650.16,49.64,128037.54,,,
Boise,Weekly,"2023-05-07 00:00:00",Conventional,0.927224276,144750.09,76188.24,43690.08,211.33,24660.45,,,
Boston,Weekly,"2023-05-07 00:00:00",Conventional,1.017047775,920105.45,100243.62,622413.89,207.59,197240.35,,,
Buffalo/Rochester,Weekly,"2023-05-07 00:00:00",Conventional,0.932348382,316710.05,108982.78,67345.13,1453.34,138928.80,,,
Charlotte,Weekly,"2023-05-07 00:00:00",Conventional,0.794615756,590782.40,296423.05,120285.46,1259.28,172814.61,,,
Chicago,Weekly,"2023-05-07 00:00:00",Conventional,0.751812466,1866242.16,742052.62,637088.66,136767.74,350333.15,,,
Cincinnati/Dayton,Weekly,"2023-05-07 00:00:00",Conventional,1.175013517,416365.20,121353.45,218557.81,25205.54,51248.40,,,
Columbus,Weekly,"2023-05-07 00:00:00",Conventional,0.997212808,338337.35,127621.24,133317.77,20985.73,56412.61,,,
"Dallas/Ft. Worth",Weekly,"2023-05-07 00:00:00",Conventional,0.749239126,1765401.16,713065.85,381717.77,50991.69,619625.84,,,
Denver,Weekly,"2023-05-07 00:00:00",Conventional,1.001755226,1188897.36,435348.40,485428.97,18971.06,249148.92,,,
Detroit,Weekly,"2023-05-07 00:00:00",Conventional,0.964930437,648434.42,167944.92,232360.54,132512.12,115616.83,,,
"Grand Rapids",Weekly,"2023-05-07 00:00:00",Conventional,0.886459028,321118.35,70143.62,76651.21,117501.56,56821.97,,,
Harrisburg/Scranton,Weekly,"2023-05-07 00:00:00",Conventional,1.019140123,546365.81,231681.07,121119.61,22148.10,171417.02,,,
Hartford/Springfield,Weekly,"2023-05-07 00:00:00",Conventional,1.001944285,583892.54,92863.56,361035.16,232.32,129761.50,,,
Houston,Weekly,"2023-05-07 00:00:00",Conventional,0.778046228,1170269.45,528809.68,323609.88,10870.05,306979.85,,,
Indianapolis,Weekly,"2023-05-07 00:00:00",Conventional,0.958791056,357122.13,99087.32,153670.91,33514.17,70849.73,,,
Jacksonville,Weekly,"2023-05-07 00:00:00",Conventional,0.871803047,370060.10,272529.74,4722.07,43.18,92765.11,,,
"Las Vegas",Weekly,"2023-05-07 00:00:00",Conventional,0.923849828,464020.63,184929.55,144560.24,3932.19,130598.64,,,
"Los Angeles",Weekly,"2023-05-07 00:00:00",Conventional,1.087584852,3780362.70,1651070.29,182392.85,1147649.07,799250.49,,,
Louisville,Weekly,"2023-05-07 00:00:00",Conventional,0.970529962,176550.87,60432.56,67422.55,7304.42,41391.34,,,
"Miami/Ft. Lauderdale",Weekly,"2023-05-07 00:00:00",Conventional,0.885865651,1663703.51,1153958.89,41985.24,2393.40,465365.98,,,
Nashville,Weekly,"2023-05-07 00:00:00",Conventional,0.874478781,422364.00,232133.68,77765.09,51.49,112413.74,,,
"Northern New England",Weekly,"2023-05-07 00:00:00",Conventional,0.926394941,763945.73,214600.26,443918.16,90.81,105336.50,,,
"New Orleans/Mobile",Weekly,"2023-05-07 00:00:00",Conventional,0.794912645,393754.36,224562.58,13505.93,2866.04,152819.81,,,
"New York",Weekly,"2023-05-07 00:00:00",Conventional,1.082835303,2872499.40,534774.98,1481839.11,25797.60,830087.72,,,
Orlando,Weekly,"2023-05-07 00:00:00",Conventional,0.851545417,952841.44,630610.74,24956.45,45.82,297228.42,,,
Peoria/Springfield,Weekly,"2023-05-07 00:00:00",Conventional,0.808829893,220882.69,112759.66,42224.98,14029.56,51868.49,,,
Philadelphia,Weekly,"2023-05-07 00:00:00",Conventional,1.004773048,849639.93,277048.52,261255.37,18014.39,293321.65,,,
Phoenix/Tucson,Weekly,"2023-05-07 00:00:00",Conventional,0.753032009,1637032.86,802725.64,606470.13,4001.85,223835.24,,,
Pittsburgh,Weekly,"2023-05-07 00:00:00",Conventional,0.887451650,281357.77,180694.61,19956.36,76.15,80630.65,,,
Portland,Weekly,"2023-05-07 00:00:00",Conventional,0.980564654,817307.80,421468.84,264297.06,41593.89,89948.02,,,
Providence,Weekly,"2023-05-07 00:00:00",Conventional,0.959179725,162201.52,34642.36,99457.29,270.66,27831.21,,,
Raleigh/Greensboro,Weekly,"2023-05-07 00:00:00",Conventional,0.815950786,676981.55,339399.38,132269.00,1219.20,204093.96,,,
Richmond/Norfolk,Weekly,"2023-05-07 00:00:00",Conventional,0.859355663,477828.65,194127.70,166722.02,241.29,116737.64,,,
Roanoke,Weekly,"2023-05-07 00:00:00",Conventional,0.888299624,271554.06,120642.16,88147.29,884.37,61880.23,,,
Sacramento,Weekly,"2023-05-07 00:00:00",Conventional,1.117362252,559049.63,229545.92,244414.52,8400.63,76688.56,,,
"San Diego",Weekly,"2023-05-07 00:00:00",Conventional,1.062397712,685352.98,361119.61,41221.10,124811.40,158200.88,,,
"San Francisco",Weekly,"2023-05-07 00:00:00",Conventional,0.903029793,1038339.40,418461.13,523128.52,8091.95,88657.81,,,
Seattle,Weekly,"2023-05-07 00:00:00",Conventional,1.087516514,689886.10,230354.32,339219.73,27527.29,92784.77,,,
"South Carolina",Weekly,"2023-05-07 00:00:00",Conventional,0.822867469,844455.53,519330.03,112417.21,395.54,212312.74,,,
Spokane,Weekly,"2023-05-07 00:00:00",Conventional,0.943591797,106908.32,44774.38,44543.10,34.49,17556.35,,,
"St. Louis",Weekly,"2023-05-07 00:00:00",Conventional,0.763380425,380250.75,260981.44,16161.45,84.83,103023.04,,,
Syracuse,Weekly,"2023-05-07 00:00:00",Conventional,0.932492714,146181.71,48999.74,47277.45,274.66,49629.86,,,
Tampa,Weekly,"2023-05-07 00:00:00",Conventional,0.878101832,925301.26,650319.65,23195.93,82.91,251702.78,,,
Toledo,Weekly,"2023-05-07 00:00:00",Conventional,0.939278985,196886.03,58237.84,77140.08,25886.15,35621.96,,,
"West Tex/New Mexico",Weekly,"2023-05-07 00:00:00",Conventional,0.754947823,1140675.62,557469.48,164694.56,3892.88,414618.70,,,
Wichita,Weekly,"2023-05-07 00:00:00",Conventional,0.880489730,141022.98,60366.49,42852.25,69.01,37735.23,,,
California,Weekly,"2023-05-07 00:00:00",Conventional,1.053989449,7672139.13,3478393.37,1425431.62,1410132.10,1358182.05,,,
"Great Lakes",Weekly,"2023-05-07 00:00:00",Conventional,0.869955158,6737891.07,2449405.87,2291702.78,776939.39,1219843.03,,,
Midsouth,Weekly,"2023-05-07 00:00:00",Conventional,0.900405502,6071364.94,2830652.26,1554410.04,25720.94,1660581.70,,,
Northeast,Weekly,"2023-05-07 00:00:00",Conventional,1.017878438,7889464.78,1840170.39,3783669.75,43791.78,2221832.86,,,
Plains,Weekly,"2023-05-07 00:00:00",Conventional,0.823887777,3111430.43,1717547.58,581644.77,7344.42,804893.66,,,
"South Central",Weekly,"2023-05-07 00:00:00",Conventional,0.772733785,6648474.43,3151306.88,1097418.62,109364.80,2290384.13,,,
Southeast,Weekly,"2023-05-07 00:00:00",Conventional,0.865741257,8366359.17,5579719.15,546766.34,1413.91,2238459.78,,,
West,Weekly,"2023-05-07 00:00:00",Conventional,0.912561794,8505571.22,3791546.51,3016736.98,132836.04,1564451.70,,,
"Total U.S.",Weekly,"2023-05-07 00:00:00",Conventional,0.911794505,55002695.18,24838742.02,14297780.89,2507543.38,13358628.89,,,
Albany,Weekly,"2023-05-07 00:00:00",Organic,1.407571118,4816.06,387.60,233.27,0.00,4195.19,,,
Atlanta,Weekly,"2023-05-07 00:00:00",Organic,1.259652378,39675.28,241.25,11376.74,0.00,28057.29,,,
Baltimore/Washington,Weekly,"2023-05-07 00:00:00",Organic,1.293093049,99973.74,2435.81,10143.83,0.00,87394.10,,,
Birmingham/Montgomery,Weekly,"2023-05-07 00:00:00",Organic,1.113432003,16125.02,91.48,596.85,0.00,15436.69,,,
Boise,Weekly,"2023-05-07 00:00:00",Organic,1.757972870,6206.93,321.49,3867.94,0.00,2017.50,,,
Boston,Weekly,"2023-05-07 00:00:00",Organic,1.581524578,35563.82,270.31,1705.04,0.00,33588.47,,,
Buffalo/Rochester,Weekly,"2023-05-07 00:00:00",Organic,1.437629934,18202.05,471.86,177.14,0.00,17553.04,,,
Charlotte,Weekly,"2023-05-07 00:00:00",Organic,1.196714324,35080.61,977.41,1940.36,14.44,32148.41,,,
Chicago,Weekly,"2023-05-07 00:00:00",Organic,1.347990293,83599.74,2385.92,29664.56,0.00,51549.26,,,
Cincinnati/Dayton,Weekly,"2023-05-07 00:00:00",Organic,1.409840038,18622.84,89.56,7435.29,0.00,11097.99,,,
Columbus,Weekly,"2023-05-07 00:00:00",Organic,1.372496632,17947.02,2648.89,2998.45,0.00,12299.68,,,
"Dallas/Ft. Worth",Weekly,"2023-05-07 00:00:00",Organic,1.014488579,64516.79,17088.73,979.36,0.00,46448.70,,,
Denver,Weekly,"2023-05-07 00:00:00",Organic,1.088542245,57215.60,35654.79,1137.54,0.00,20423.27,,,
Detroit,Weekly,"2023-05-07 00:00:00",Organic,1.373998211,21505.79,448.83,6549.35,0.00,14507.62,,,
"Grand Rapids",Weekly,"2023-05-07 00:00:00",Organic,1.306764181,7004.81,116.23,445.99,57.33,6385.27,,,
Harrisburg/Scranton,Weekly,"2023-05-07 00:00:00",Organic,1.331824759,25601.64,2293.71,1303.67,0.00,22004.27,,,
Hartford/Springfield,Weekly,"2023-05-07 00:00:00",Organic,1.447921130,37223.29,7270.99,6836.54,0.00,23115.76,,,
Houston,Weekly,"2023-05-07 00:00:00",Organic,1.026276028,30900.49,7149.26,333.89,0.00,23417.34,,,
Indianapolis,Weekly,"2023-05-07 00:00:00",Organic,1.344272688,13916.49,1895.10,1963.10,0.00,10058.29,,,
Jacksonville,Weekly,"2023-05-07 00:00:00",Organic,1.237894066,12395.65,305.77,93.57,0.00,11996.31,,,
"Las Vegas",Weekly,"2023-05-07 00:00:00",Organic,1.200613021,23097.62,8877.51,1636.37,0.00,12583.73,,,
"Los Angeles",Weekly,"2023-05-07 00:00:00",Organic,1.841799642,147157.31,53391.58,6955.86,5742.65,81067.22,,,
Louisville,Weekly,"2023-05-07 00:00:00",Organic,1.447231362,9403.66,2127.56,1940.75,0.00,5335.35,,,
"Miami/Ft. Lauderdale",Weekly,"2023-05-07 00:00:00",Organic,1.198047837,65596.50,915.79,533.25,0.00,64147.46,,,
Nashville,Weekly,"2023-05-07 00:00:00",Organic,1.402133880,28863.51,6475.80,5349.19,0.00,17038.52,,,
"Northern New England",Weekly,"2023-05-07 00:00:00",Organic,1.731801677,16061.41,2281.59,282.99,0.00,13496.83,,,
"New Orleans/Mobile",Weekly,"2023-05-07 00:00:00",Organic,1.294040790,11142.01,508.21,138.14,0.00,10495.66,,,
"New York",Weekly,"2023-05-07 00:00:00",Organic,1.534682471,313469.23,170048.34,46113.46,18.00,97289.44,,,
Orlando,Weekly,"2023-05-07 00:00:00",Organic,1.147231488,40199.52,544.68,95.55,0.00,39559.29,,,
Peoria/Springfield,Weekly,"2023-05-07 00:00:00",Organic,1.315647861,8108.53,598.76,1084.41,0.00,6425.36,,,
Philadelphia,Weekly,"2023-05-07 00:00:00",Organic,1.473297621,67776.39,26251.32,7120.90,0.00,34404.17,,,
