Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
California,Weekly,"2023-07-23 00:00:00",Organic,1.626008265,391770.81,151789.78,16372.58,3.92,223604.54,,,
"Great Lakes",Weekly,"2023-07-23 00:00:00",Organic,1.407282677,257574.40,6356.02,63869.67,0.00,187348.71,,,
Midsouth,Weekly,"2023-07-23 00:00:00",Organic,1.468042948,348959.84,1965.91,57072.34,29.96,289891.63,,,
Northeast,Weekly,"2023-07-23 00:00:00",Organic,1.501156840,324805.70,14908.42,24210.25,0.00,285687.03,,,
Plains,Weekly,"2023-07-23 00:00:00",Organic,1.267786793,106603.41,8399.02,4293.40,0.00,93910.98,,,
"South Central",Weekly,"2023-07-23 00:00:00",Organic,1.290713682,172423.00,35373.55,5977.56,0.00,131071.89,,,
Southeast,Weekly,"2023-07-23 00:00:00",Organic,1.476441222,281765.27,2077.24,18599.84,2.33,261085.86,,,
West,Weekly,"2023-07-23 00:00:00",Organic,1.753189080,350489.85,63374.46,132945.21,13.88,154156.29,,,
"Total U.S.",Weekly,"2023-07-23 00:00:00",Organic,1.516098532,2234392.28,284244.39,323340.85,50.10,1626756.94,,,
Albany,Weekly,"2023-07-30 00:00:00",Conventional,1.045659193,139248.56,41875.73,75431.66,0.00,21941.18,,,
Atlanta,Weekly,"2023-07-30 00:00:00",Conventional,1.247297802,739296.15,448163.54,84319.83,190.27,206622.51,,,
Baltimore/Washington,Weekly,"2023-07-30 00:00:00",Conventional,1.201152758,1064761.77,474208.76,195592.47,991.65,393968.90,,,
Birmingham/Montgomery,Weekly,"2023-07-30 00:00:00",Conventional,1.115972003,339499.48,185918.50,44883.93,36.85,108660.19,,,
Boise,Weekly,"2023-07-30 00:00:00",Conventional,1.478328495,101239.31,49179.49,30831.16,166.03,21062.64,,,
Boston,Weekly,"2023-07-30 00:00:00",Conventional,1.306997141,591115.80,86400.74,372290.93,124.00,132300.13,,,
Buffalo/Rochester,Weekly,"2023-07-30 00:00:00",Conventional,1.056253366,199625.07,59433.79,46732.68,2170.48,91288.12,,,
Charlotte,Weekly,"2023-07-30 00:00:00",Conventional,1.267974037,396551.24,170028.91,75483.84,476.43,150562.06,,,
Chicago,Weekly,"2023-07-30 00:00:00",Conventional,1.174596426,1097751.24,478436.82,282950.51,80593.06,255770.84,,,
Cincinnati/Dayton,Weekly,"2023-07-30 00:00:00",Conventional,1.190251853,250098.87,123045.30,71786.47,11625.18,43641.92,,,
Columbus,Weekly,"2023-07-30 00:00:00",Conventional,1.253477330,223230.44,91246.67,71404.45,12625.88,47953.44,,,
"Dallas/Ft. Worth",Weekly,"2023-07-30 00:00:00",Conventional,1.046327365,1414852.66,618267.48,226663.59,7079.87,562841.71,,,
Denver,Weekly,"2023-07-30 00:00:00",Conventional,1.335056196,851740.03,373870.07,247782.85,23811.42,206275.69,,,
Detroit,Weekly,"2023-07-30 00:00:00",Conventional,1.054271855,402250.84,142215.20,90999.43,75321.32,93714.89,,,
"Grand Rapids",Weekly,"2023-07-30 00:00:00",Conventional,1.008529822,208712.91,40389.55,45758.53,71096.30,51468.53,,,
Harrisburg/Scranton,Weekly,"2023-07-30 00:00:00",Conventional,1.035262435,413034.75,211700.42,86182.21,3433.06,111719.07,,,
Hartford/Springfield,Weekly,"2023-07-30 00:00:00",Conventional,1.178267308,424326.84,83424.64,254479.07,280.16,86142.97,,,
Houston,Weekly,"2023-07-30 00:00:00",Conventional,1.116093738,847696.54,475790.03,149659.54,10614.95,211632.02,,,
Indianapolis,Weekly,"2023-07-30 00:00:00",Conventional,1.113293497,244102.59,83983.99,74219.18,18865.02,67034.40,,,
Jacksonville,Weekly,"2023-07-30 00:00:00",Conventional,1.190013897,238441.72,141749.69,21804.23,35.51,74852.30,,,
"Las Vegas",Weekly,"2023-07-30 00:00:00",Conventional,1.275247025,333202.90,164202.22,58574.98,11311.39,99114.31,,,
"Los Angeles",Weekly,"2023-07-30 00:00:00",Conventional,1.276530612,3031381.80,1825000.35,34880.38,553899.54,617601.53,,,
Louisville,Weekly,"2023-07-30 00:00:00",Conventional,1.142098125,128617.40,43117.11,45790.34,3650.45,36059.50,,,
"Miami/Ft. Lauderdale",Weekly,"2023-07-30 00:00:00",Conventional,1.205308498,1142994.01,697084.42,31457.02,1583.90,412868.67,,,
Nashville,Weekly,"2023-07-30 00:00:00",Conventional,1.113765302,301139.11,134296.79,73650.87,23.47,93167.98,,,
"Northern New England",Weekly,"2023-07-30 00:00:00",Conventional,1.041087565,623936.46,123304.46,414744.04,29.30,85858.66,,,
"New Orleans/Mobile",Weekly,"2023-07-30 00:00:00",Conventional,1.107901756,268020.53,146919.35,24842.03,293.24,95965.91,,,
"New York",Weekly,"2023-07-30 00:00:00",Conventional,1.234605488,2258941.03,413690.87,1233858.85,22309.14,589082.17,,,
Orlando,Weekly,"2023-07-30 00:00:00",Conventional,1.163531621,640095.32,353105.92,28105.92,28.44,258855.04,,,
Peoria/Springfield,Weekly,"2023-07-30 00:00:00",Conventional,1.029821795,144936.61,74516.69,21661.41,8382.35,40376.16,,,
Philadelphia,Weekly,"2023-07-30 00:00:00",Conventional,0.946594806,694565.17,270699.93,205553.05,286.54,218025.65,,,
Phoenix/Tucson,Weekly,"2023-07-30 00:00:00",Conventional,1.249978674,1014561.62,578501.06,241660.64,19333.80,175066.12,,,
Pittsburgh,Weekly,"2023-07-30 00:00:00",Conventional,1.238916074,180516.70,115791.95,13394.63,8.90,51321.23,,,
Portland,Weekly,"2023-07-30 00:00:00",Conventional,1.524666469,509080.58,243958.31,140905.80,45154.16,79062.31,,,
Providence,Weekly,"2023-07-30 00:00:00",Conventional,1.334866609,113078.29,25988.09,67333.28,303.12,19453.81,,,
Raleigh/Greensboro,Weekly,"2023-07-30 00:00:00",Conventional,1.197400495,428307.30,186925.79,87543.20,337.51,153500.81,,,
Richmond/Norfolk,Weekly,"2023-07-30 00:00:00",Conventional,1.187353373,293670.90,121297.72,83738.30,129.20,88505.68,,,
Roanoke,Weekly,"2023-07-30 00:00:00",Conventional,1.077442524,172335.03,72867.78,52423.77,96.88,46946.60,,,
Sacramento,Weekly,"2023-07-30 00:00:00",Conventional,1.651619381,389668.96,153280.58,164253.48,5803.88,66331.02,,,
"San Diego",Weekly,"2023-07-30 00:00:00",Conventional,1.311841974,537788.09,325781.45,11866.04,83062.67,117077.93,,,
"San Francisco",Weekly,"2023-07-30 00:00:00",Conventional,1.727729788,586370.74,188032.59,289090.29,6430.71,102817.15,,,
Seattle,Weekly,"2023-07-30 00:00:00",Conventional,1.736156003,436067.58,200137.34,142727.84,20482.15,72720.25,,,
"South Carolina",Weekly,"2023-07-30 00:00:00",Conventional,1.178014804,582328.91,287464.96,93917.61,235.65,200710.69,,,
Spokane,Weekly,"2023-07-30 00:00:00",Conventional,1.577652955,68322.07,33169.28,22219.74,47.77,12885.28,,,
"St. Louis",Weekly,"2023-07-30 00:00:00",Conventional,0.983362970,265228.16,165761.81,16040.48,70.68,83355.20,,,
Syracuse,Weekly,"2023-07-30 00:00:00",Conventional,1.044837672,95485.91,32695.17,30397.16,574.27,31819.30,,,
Tampa,Weekly,"2023-07-30 00:00:00",Conventional,1.156852541,637900.08,420080.26,7879.90,93.65,209846.27,,,
Toledo,Weekly,"2023-07-30 00:00:00",Conventional,1.132995440,115786.11,39570.68,40518.11,12268.12,23429.19,,,
"West Tex/New Mexico",Weekly,"2023-07-30 00:00:00",Conventional,1.083218637,831853.18,436922.08,73363.57,23696.63,297870.90,,,
Wichita,Weekly,"2023-07-30 00:00:00",Conventional,0.944027035,104265.67,45188.83,28873.61,1.89,30201.34,,,
California,Weekly,"2023-07-30 00:00:00",Conventional,1.395218258,5679846.63,3070063.47,773475.03,725102.89,1111205.24,,,
"Great Lakes",Weekly,"2023-07-30 00:00:00",Conventional,1.097193008,4272146.72,1701625.01,1102253.19,447942.38,1020326.14,,,
Midsouth,Weekly,"2023-07-30 00:00:00",Conventional,1.164289109,4112813.48,1804494.64,938699.75,9054.57,1360564.52,,,
Northeast,Weekly,"2023-07-30 00:00:00",Conventional,1.107307188,6264449.66,1522252.44,3162265.51,8070.78,1571860.93,,,
Plains,Weekly,"2023-07-30 00:00:00",Conventional,1.075897569,2230709.52,1147646.53,308535.28,39247.32,735280.40,,,
"South Central",Weekly,"2023-07-30 00:00:00",Conventional,1.067956166,5058853.53,2730000.90,643316.71,40611.62,1644924.30,,,
Southeast,Weekly,"2023-07-30 00:00:00",Conventional,1.179159281,5650163.21,3276433.02,451858.35,1000.50,1920871.35,,,
West,Weekly,"2023-07-30 00:00:00",Conventional,1.353204783,5802804.02,2922991.53,1463851.87,184733.61,1231227.02,,,
"Total U.S.",Weekly,"2023-07-30 00:00:00",Conventional,1.194074970,39071786.78,18175507.54,8844255.69,1455763.66,10596259.89,,,
Albany,Weekly,"2023-07-30 00:00:00",Organic,1.633901630,3354.82,321.35,299.17,0.00,2734.31,,,
Atlanta,Weekly,"2023-07-30 00:00:00",Organic,1.410901696,39667.52,169.50,9078.23,0.00,30419.80,,,
Baltimore/Washington,Weekly,"2023-07-30 00:00:00",Organic,1.335086686,90738.67,341.61,9467.23,3.14,80926.68,,,
Birmingham/Montgomery,Weekly,"2023-07-30 00:00:00",Organic,1.285154331,17583.89,106.45,470.26,0.00,17007.18,,,
Boise,Weekly,"2023-07-30 00:00:00",Organic,2.046628786,6010.88,21.10,3322.33,0.00,2667.45,,,
Boston,Weekly,"2023-07-30 00:00:00",Organic,1.622678020,30214.13,173.36,1616.30,0.00,28424.47,,,
Buffalo/Rochester,Weekly,"2023-07-30 00:00:00",Organic,1.680036725,13475.88,1045.94,43.70,0.00,12386.24,,,
Charlotte,Weekly,"2023-07-30 00:00:00",Organic,1.409479405,38261.06,93.27,3433.30,2.07,34732.44,,,
Chicago,Weekly,"2023-07-30 00:00:00",Organic,1.482582187,73973.06,606.27,26906.50,0.00,46460.29,,,
Cincinnati/Dayton,Weekly,"2023-07-30 00:00:00",Organic,1.568912319,22683.89,61.29,9382.92,0.00,13239.68,,,
Columbus,Weekly,"2023-07-30 00:00:00",Organic,1.580188894,19233.82,876.59,5268.11,0.00,13089.13,,,
"Dallas/Ft. Worth",Weekly,"2023-07-30 00:00:00",Organic,1.330368450,62134.16,21184.53,880.00,0.00,40069.63,,,
Denver,Weekly,"2023-07-30 00:00:00",Organic,1.550772452,55318.08,29869.18,824.48,0.00,24624.42,,,
Detroit,Weekly,"2023-07-30 00:00:00",Organic,1.365235521,22837.11,249.02,6115.38,0.00,16472.72,,,
"Grand Rapids",Weekly,"2023-07-30 00:00:00",Organic,1.346975987,8589.59,45.58,640.25,0.00,7903.76,,,
Harrisburg/Scranton,Weekly,"2023-07-30 00:00:00",Organic,1.363805274,23554.69,172.84,581.22,0.00,22800.63,,,
Hartford/Springfield,Weekly,"2023-07-30 00:00:00",Organic,1.518739611,23508.40,342.16,4892.82,0.00,18273.41,,,
Houston,Weekly,"2023-07-30 00:00:00",Organic,1.329615691,28978.24,11811.27,396.60,0.00,16770.36,,,
Indianapolis,Weekly,"2023-07-30 00:00:00",Organic,1.693809991,14053.56,186.13,4545.11,0.00,9322.32,,,
Jacksonville,Weekly,"2023-07-30 00:00:00",Organic,1.682484504,12203.62,136.54,100.48,0.00,11966.60,,,
"Las Vegas",Weekly,"2023-07-30 00:00:00",Organic,1.379971356,24799.57,6497.67,4476.82,0.00,13825.08,,,
"Los Angeles",Weekly,"2023-07-30 00:00:00",Organic,1.654716451,171025.19,85718.20,7069.45,3.82,78233.72,,,
Louisville,Weekly,"2023-07-30 00:00:00",Organic,1.805877978,10260.72,9.29,5348.57,0.00,4902.86,,,
"Miami/Ft. Lauderdale",Weekly,"2023-07-30 00:00:00",Organic,1.397999717,59540.19,426.47,362.53,0.00,58751.19,,,
Nashville,Weekly,"2023-07-30 00:00:00",Organic,1.595517368,26591.54,136.28,9318.43,0.00,17136.82,,,
"Northern New England",Weekly,"2023-07-30 00:00:00",Organic,1.611989526,17890.52,2275.13,420.20,0.00,15195.19,,,
"New Orleans/Mobile",Weekly,"2023-07-30 00:00:00",Organic,1.382437375,14959.99,717.76,147.14,0.00,14095.09,,,
"New York",Weekly,"2023-07-30 00:00:00",Organic,1.622045253,114271.91,5893.65,15021.38,7.83,93349.05,,,
Orlando,Weekly,"2023-07-30 00:00:00",Organic,1.454284643,36380.71,324.32,107.31,0.00,35949.08,,,
Peoria/Springfield,Weekly,"2023-07-30 00:00:00",Organic,1.519344844,6224.60,116.04,1481.73,0.00,4626.83,,,
Philadelphia,Weekly,"2023-07-30 00:00:00",Organic,1.442893966,40697.94,906.45,4227.67,0.00,35563.82,,,
Phoenix/Tucson,Weekly,"2023-07-30 00:00:00",Organic,1.508675997,32719.52,7505.77,7658.45,0.00,17555.29,,,
Pittsburgh,Weekly,"2023-07-30 00:00:00",Organic,1.476547631,11177.60,1537.94,7.96,0.00,9631.71,,,
Portland,Weekly,"2023-07-30 00:00:00",Organic,2.187588638,34660.83,38.89,21799.38,1.26,12821.30,,,
Providence,Weekly,"2023-07-30 00:00:00",Organic,1.415574601,5604.22,12.77,12.78,0.00,5578.66,,,
Raleigh/Greensboro,Weekly,"2023-07-30 00:00:00",Organic,1.433733983,45507.88,406.41,3301.99,4.07,41795.41,,,
Richmond/Norfolk,Weekly,"2023-07-30 00:00:00",Organic,1.389800545,30869.27,42.19,4027.12,0.00,26799.96,,,
Roanoke,Weekly,"2023-07-30 00:00:00",Organic,1.474439878,15537.55,9.33,3393.49,0.00,12134.72,,,
Sacramento,Weekly,"2023-07-30 00:00:00",Organic,1.329520294,41394.86,5437.25,1460.67,0.00,34496.94,,,
"San Diego",Weekly,"2023-07-30 00:00:00",Organic,1.969825120,28654.70,17196.63,940.79,0.00,10517.28,,,
"San Francisco",Weekly,"2023-07-30 00:00:00",Organic,1.663181980,81698.09,21268.71,3523.47,0.00,56905.91,,,
Seattle,Weekly,"2023-07-30 00:00:00",Organic,2.320702050,58863.19,779.54,47020.21,21.71,11041.72,,,
"South Carolina",Weekly,"2023-07-30 00:00:00",Organic,1.407522120,40901.42,325.80,3683.73,14.84,36877.04,,,
Spokane,Weekly,"2023-07-30 00:00:00",Organic,2.247128506,5024.53,104.86,2929.71,0.00,1989.95,,,
"St. Louis",Weekly,"2023-07-30 00:00:00",Organic,1.567149533,9996.25,920.22,1469.68,0.00,7606.35,,,
Syracuse,Weekly,"2023-07-30 00:00:00",Organic,1.594244788,5478.45,437.21,82.05,0.00,4959.19,,,
Tampa,Weekly,"2023-07-30 00:00:00",Organic,1.403316825,27042.47,313.72,116.66,0.00,26612.10,,,
Toledo,Weekly,"2023-07-30 00:00:00",Organic,1.590385550,8594.31,110.17,2463.05,0.00,6021.08,,,
"West Tex/New Mexico",Weekly,"2023-07-30 00:00:00",Organic,1.335157637,25189.08,3350.18,1697.90,0.00,20141.01,,,
Wichita,Weekly,"2023-07-30 00:00:00",Organic,1.348035178,4723.45,1536.70,9.70,0.00,3177.05,,,
California,Weekly,"2023-07-30 00:00:00",Organic,1.627410506,411024.98,156133.85,15748.21,4.40,239138.52,,,
"Great Lakes",Weekly,"2023-07-30 00:00:00",Organic,1.484302705,265332.17,5006.33,74628.68,0.00,185697.16,,,
Midsouth,Weekly,"2023-07-30 00:00:00",Organic,1.430203768,369410.14,1602.54,56950.27,14.40,310842.93,,,
Northeast,Weekly,"2023-07-30 00:00:00",Organic,1.543486231,309796.32,14299.12,25789.65,0.00,269707.56,,,
Plains,Weekly,"2023-07-30 00:00:00",Organic,1.334088333,86986.29,8424.26,2908.18,15.42,75638.42,,,
"South Central",Weekly,"2023-07-30 00:00:00",Organic,1.360782650,206687.47,48100.37,8134.48,0.00,150452.62,,,
Southeast,Weekly,"2023-07-30 00:00:00",Organic,1.396747048,313759.64,2129.01,18966.51,16.45,292647.67,,,
West,Weekly,"2023-07-30 00:00:00",Organic,1.773104135,356720.91,78335.89,119504.75,28.00,158852.27,,,
"Total U.S.",Weekly,"2023-07-30 00:00:00",Organic,1.524878528,2319717.91,314031.37,322630.72,78.67,1682977.15,,,
Albany,Weekly,"2023-08-06 00:00:00",Conventional,1.069647758,114888.68,29549.75,60459.30,3.78,24875.85,,,
Atlanta,Weekly,"2023-08-06 00:00:00",Conventional,1.200148587,738034.55,438941.53,69278.52,53.84,229760.67,,,
Baltimore/Washington,Weekly,"2023-08-06 00:00:00",Conventional,1.191757888,1093192.15,454563.12,205407.03,998.10,432223.90,,,
Birmingham/Montgomery,Weekly,"2023-08-06 00:00:00",Conventional,1.115952985,335523.20,188650.69,34303.70,26.87,112541.95,,,
Boise,Weekly,"2023-08-06 00:00:00",Conventional,1.383807102,102577.03,52768.39,25670.88,1831.93,22305.82,,,
Boston,Weekly,"2023-08-06 00:00:00",Conventional,1.313676929,561006.38,79020.12,324966.62,38.55,156981.09,,,
Buffalo/Rochester,Weekly,"2023-08-06 00:00:00",Conventional,1.079657904,191751.56,44621.75,47325.62,2150.09,97654.10,,,
Charlotte,Weekly,"2023-08-06 00:00:00",Conventional,1.230981073,392603.79,147215.94,75287.42,451.38,169649.05,,,
Chicago,Weekly,"2023-08-06 00:00:00",Conventional,1.186957339,1014597.99,414119.21,252850.17,59769.63,287858.99,,,
Cincinnati/Dayton,Weekly,"2023-08-06 00:00:00",Conventional,1.289606720,251974.43,120597.20,72356.21,5488.08,53532.95,,,
Columbus,Weekly,"2023-08-06 00:00:00",Conventional,1.266294588,214971.21,96955.25,55591.40,4250.58,58173.97,,,
"Dallas/Ft. Worth",Weekly,"2023-08-06 00:00:00",Conventional,1.108415302,1282290.89,659564.42,188641.30,5631.58,428453.59,,,
Denver,Weekly,"2023-08-06 00:00:00",Conventional,1.322798047,858700.92,379356.93,229052.24,23422.48,226869.27,,,
Detroit,Weekly,"2023-08-06 00:00:00",Conventional,1.096340990,362014.77,137657.19,78910.52,28881.08,116565.98,,,
"Grand Rapids",Weekly,"2023-08-06 00:00:00",Conventional,1.207989075,157761.77,33699.51,30720.93,27014.16,66327.17,,,
Harrisburg/Scranton,Weekly,"2023-08-06 00:00:00",Conventional,1.104697389,435054.18,214899.43,98111.25,3017.20,119026.30,,,
Hartford/Springfield,Weekly,"2023-08-06 00:00:00",Conventional,1.221830259,381870.34,67403.17,205996.11,176.17,108294.89,,,
Houston,Weekly,"2023-08-06 00:00:00",Conventional,1.114238876,822710.67,509636.01,144168.02,6812.05,162094.58,,,
Indianapolis,Weekly,"2023-08-06 00:00:00",Conventional,1.139969254,237619.18,85274.36,67158.03,9133.45,76053.34,,,
Jacksonville,Weekly,"2023-08-06 00:00:00",Conventional,1.210676016,239833.27,147874.18,13247.96,6.86,78704.27,,,
"Las Vegas",Weekly,"2023-08-06 00:00:00",Conventional,1.240226557,348536.92,181453.03,56418.22,9224.49,101441.17,,,
"Los Angeles",Weekly,"2023-08-06 00:00:00",Conventional,1.277751357,3014075.34,1842238.81,95630.65,479983.01,596222.88,,,
Louisville,Weekly,"2023-08-06 00:00:00",Conventional,1.083508616,124180.92,42467.26,35413.75,1736.17,44563.73,,,
"Miami/Ft. Lauderdale",Weekly,"2023-08-06 00:00:00",Conventional,1.199774106,1083815.82,628991.57,30095.90,1561.30,423167.06,,,
Nashville,Weekly,"2023-08-06 00:00:00",Conventional,1.125029691,312991.16,137810.84,66599.10,19.14,108562.08,,,
"Northern New England",Weekly,"2023-08-06 00:00:00",Conventional,1.132209289,462389.46,70763.58,288463.45,8.72,103153.71,,,
"New Orleans/Mobile",Weekly,"2023-08-06 00:00:00",Conventional,1.086339406,267760.88,164603.56,16685.36,310.63,86161.33,,,
"New York",Weekly,"2023-08-06 00:00:00",Conventional,1.382479646,1975760.37,375254.80,907109.35,21274.48,672121.74,,,
Orlando,Weekly,"2023-08-06 00:00:00",Conventional,1.145634545,625668.15,333057.33,24948.21,17.18,267645.43,,,
Peoria/Springfield,Weekly,"2023-08-06 00:00:00",Conventional,1.031417663,143339.68,76534.97,18747.64,4072.01,43985.05,,,
Philadelphia,Weekly,"2023-08-06 00:00:00",Conventional,1.035383824,675390.86,266431.95,170557.50,243.02,238158.39,,,
Phoenix/Tucson,Weekly,"2023-08-06 00:00:00",Conventional,1.177868916,1116825.22,693707.50,238501.00,14699.82,169916.90,,,
Pittsburgh,Weekly,"2023-08-06 00:00:00",Conventional,1.256598940,178754.93,105181.89,15183.73,3.98,58385.33,,,
Portland,Weekly,"2023-08-06 00:00:00",Conventional,1.485928313,516622.18,251616.85,126058.92,45588.60,93357.81,,,
Providence,Weekly,"2023-08-06 00:00:00",Conventional,1.308989795,104696.16,21957.08,56982.62,344.01,25412.45,,,
Raleigh/Greensboro,Weekly,"2023-08-06 00:00:00",Conventional,1.169695228,435501.85,161778.34,91998.44,321.44,181403.63,,,
Richmond/Norfolk,Weekly,"2023-08-06 00:00:00",Conventional,1.128926871,300831.96,117148.12,78940.50,77.92,104665.41,,,
Roanoke,Weekly,"2023-08-06 00:00:00",Conventional,1.054095221,181258.45,73522.96,46630.98,60.49,61044.01,,,
Sacramento,Weekly,"2023-08-06 00:00:00",Conventional,1.717182287,382755.30,135097.38,180822.53,5274.65,61560.75,,,
"San Diego",Weekly,"2023-08-06 00:00:00",Conventional,1.301812254,541681.06,311918.75,43622.66,68528.79,117610.86,,,
"San Francisco",Weekly,"2023-08-06 00:00:00",Conventional,1.791497793,566480.48,187615.14,276194.47,5408.26,97262.61,,,
Seattle,Weekly,"2023-08-06 00:00:00",Conventional,1.675843620,446494.35,205460.27,135517.60,18936.32,86580.16,,,
"South Carolina",Weekly,"2023-08-06 00:00:00",Conventional,1.172612316,564816.46,270933.43,76814.56,122.10,216946.36,,,
Spokane,Weekly,"2023-08-06 00:00:00",Conventional,1.513324748,68910.06,33273.78,20426.77,41.33,15168.18,,,
"St. Louis",Weekly,"2023-08-06 00:00:00",Conventional,0.979920962,273239.25,170167.31,14333.46,151.70,88586.78,,,
Syracuse,Weekly,"2023-08-06 00:00:00",Conventional,1.071641615,88860.52,23883.87,29540.45,433.32,35002.88,,,
Tampa,Weekly,"2023-08-06 00:00:00",Conventional,1.167769227,629659.66,397955.75,20874.63,41.12,210788.15,,,
Toledo,Weekly,"2023-08-06 00:00:00",Conventional,1.167419142,112743.21,41269.63,35462.38,5477.24,30533.96,,,
"West Tex/New Mexico",Weekly,"2023-08-06 00:00:00",Conventional,1.099552380,833947.32,444626.04,75455.21,15999.14,297866.93,,,
Wichita,Weekly,"2023-08-06 00:00:00",Conventional,0.964137477,104171.24,43388.91,23542.87,6.01,37233.46,,,
California,Weekly,"2023-08-06 00:00:00",Conventional,1.413540354,5636062.43,3027241.34,907462.58,628232.54,1073125.96,,,
"Great Lakes",Weekly,"2023-08-06 00:00:00",Conventional,1.139484903,3991158.87,1618925.35,991007.21,213140.29,1168086.02,,,
Midsouth,Weekly,"2023-08-06 00:00:00",Conventional,1.149446538,4184627.27,1712566.45,902756.77,6158.37,1563145.68,,,
Northeast,Weekly,"2023-08-06 00:00:00",Conventional,1.203748534,5511344.26,1325450.78,2402835.07,6782.36,1776276.05,,,
Plains,Weekly,"2023-08-06 00:00:00",Conventional,1.065052797,2193603.01,1134431.47,257398.91,55363.97,746408.65,,,
"South Central",Weekly,"2023-08-06 00:00:00",Conventional,1.099546616,4838426.43,2772560.99,591264.69,29362.89,1445237.86,,,
Southeast,Weekly,"2023-08-06 00:00:00",Conventional,1.169697731,5523272.65,3131860.21,382554.00,504.69,2008353.76,,,
West,Weekly,"2023-08-06 00:00:00",Conventional,1.314255199,5992722.87,3138623.98,1381022.76,171222.78,1301853.34,,,
"Total U.S.",Weekly,"2023-08-06 00:00:00",Conventional,1.213371332,37871217.79,17861660.56,7816302.01,1110767.90,11082487.32,,,
Albany,Weekly,"2023-08-06 00:00:00",Organic,1.680626735,3969.81,404.94,373.25,0.00,3191.62,,,
Atlanta,Weekly,"2023-08-06 00:00:00",Organic,1.422943936,45317.66,186.07,12412.18,0.00,32719.41,,,
Baltimore/Washington,Weekly,"2023-08-06 00:00:00",Organic,1.392329794,85800.53,345.71,9394.88,7.32,76052.62,,,
Birmingham/Montgomery,Weekly,"2023-08-06 00:00:00",Organic,1.292756258,17762.64,135.02,563.70,0.00,17063.92,,,
Boise,Weekly,"2023-08-06 00:00:00",Organic,1.976211520,6427.66,2.23,3320.34,0.00,3105.09,,,
Boston,Weekly,"2023-08-06 00:00:00",Organic,1.636625979,31849.30,273.16,1637.61,0.00,29938.53,,,
Buffalo/Rochester,Weekly,"2023-08-06 00:00:00",Organic,1.630429724,15261.48,705.54,40.63,0.00,14515.31,,,
Charlotte,Weekly,"2023-08-06 00:00:00",Organic,1.428959353,39280.14,86.14,4325.77,2.07,34866.17,,,
Chicago,Weekly,"2023-08-06 00:00:00",Organic,1.572078530,76104.34,953.90,43341.72,0.00,31808.72,,,
Cincinnati/Dayton,Weekly,"2023-08-06 00:00:00",Organic,1.543369279,22427.28,59.67,7909.54,0.00,14458.08,,,
Columbus,Weekly,"2023-08-06 00:00:00",Organic,1.517901399,21075.92,1014.87,5685.58,0.00,14375.47,,,
"Dallas/Ft. Worth",Weekly,"2023-08-06 00:00:00",Organic,1.353728196,64933.15,21531.48,804.58,0.00,42597.08,,,
Denver,Weekly,"2023-08-06 00:00:00",Organic,1.507732625,66329.75,38846.77,781.69,0.00,26701.29,,,
Detroit,Weekly,"2023-08-06 00:00:00",Organic,1.375763080,26484.59,275.11,8271.19,0.00,17938.28,,,
"Grand Rapids",Weekly,"2023-08-06 00:00:00",Organic,1.211343970,9504.95,53.39,589.58,0.00,8861.98,,,
Harrisburg/Scranton,Weekly,"2023-08-06 00:00:00",Organic,1.395683955,22107.69,310.63,830.50,0.00,20966.56,,,
Hartford/Springfield,Weekly,"2023-08-06 00:00:00",Organic,1.575512705,24379.24,621.51,5102.37,0.00,18655.36,,,
Houston,Weekly,"2023-08-06 00:00:00",Organic,1.347002355,34164.40,16340.41,397.15,0.00,17426.84,,,
Indianapolis,Weekly,"2023-08-06 00:00:00",Organic,1.557087673,16451.20,179.12,5216.35,0.00,11055.73,,,
Jacksonville,Weekly,"2023-08-06 00:00:00",Organic,1.660756908,13276.50,97.71,137.94,0.00,13040.85,,,
"Las Vegas",Weekly,"2023-08-06 00:00:00",Organic,1.368062481,25027.89,6296.06,4107.19,0.00,14624.64,,,
"Los Angeles",Weekly,"2023-08-06 00:00:00",Organic,1.632094247,165865.25,81196.99,6751.37,0.00,77916.89,,,
Louisville,Weekly,"2023-08-06 00:00:00",Organic,1.617230864,12061.18,13.46,5477.83,0.00,6569.89,,,
"Miami/Ft. Lauderdale",Weekly,"2023-08-06 00:00:00",Organic,1.351687588,67940.89,466.96,355.53,0.00,67118.40,,,
Nashville,Weekly,"2023-08-06 00:00:00",Organic,1.531382624,25921.51,158.59,7476.83,0.00,18286.09,,,
"Northern New England",Weekly,"2023-08-06 00:00:00",Organic,1.658495402,20665.98,2944.98,510.22,0.00,17210.78,,,
"New Orleans/Mobile",Weekly,"2023-08-06 00:00:00",Organic,1.374409626,14490.48,423.18,108.15,0.00,13959.14,,,
"New York",Weekly,"2023-08-06 00:00:00",Organic,1.643492641,117789.35,10633.80,15478.42,26.01,91651.13,,,
Orlando,Weekly,"2023-08-06 00:00:00",Organic,1.440357440,38883.55,372.26,99.96,0.00,38411.33,,,
Peoria/Springfield,Weekly,"2023-08-06 00:00:00",Organic,1.479108392,7946.65,176.09,1919.47,0.00,5851.09,,,
Philadelphia,Weekly,"2023-08-06 00:00:00",Organic,1.419654935,40159.17,1146.46,4036.59,0.00,34976.13,,,
