Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Roanoke,Weekly,"2024-07-14 00:00:00",Conventional,1.137122151,211804.36,115794.71,31287.65,2.83,64719.17,,,
Roanoke,Weekly,"2024-07-07 00:00:00",Conventional,1.205698948,205301.25,113483.87,35644.97,25.67,56146.74,,,
Roanoke,Weekly,"2024-06-30 00:00:00",Conventional,1.187869451,202128.23,110888.84,32016.19,115.31,59107.90,,,
Roanoke,Weekly,"2024-06-23 00:00:00",Conventional,1.166651630,201505.99,110371.22,25954.19,315.19,64865.40,,,
Sacramento,Weekly,"2024-07-14 00:00:00",Conventional,1.580219479,437731.94,251102.31,66662.66,4117.06,115849.91,,,
Sacramento,Weekly,"2024-07-07 00:00:00",Conventional,1.383451994,560373.46,358158.57,80084.53,5276.75,116853.60,,,
Sacramento,Weekly,"2024-06-30 00:00:00",Conventional,1.476205971,477232.91,289967.19,75499.49,3720.77,108045.47,,,
Sacramento,Weekly,"2024-06-23 00:00:00",Conventional,1.260347626,545897.51,336361.99,99792.97,4664.88,105077.66,,,
"San Diego",Weekly,"2024-07-14 00:00:00",Conventional,1.300890824,647502.15,403102.45,24839.29,54120.78,165439.64,,,
"San Diego",Weekly,"2024-07-07 00:00:00",Conventional,1.316806411,668692.75,421466.03,29619.99,52165.81,165440.91,,,
"San Diego",Weekly,"2024-06-30 00:00:00",Conventional,1.312493538,630412.63,393253.76,15522.56,66358.00,155278.31,,,
"San Diego",Weekly,"2024-06-23 00:00:00",Conventional,1.245296756,658441.96,409773.10,16659.00,66233.72,165776.14,,,
"San Francisco",Weekly,"2024-07-14 00:00:00",Conventional,1.626821105,695900.24,481268.14,58477.20,5764.03,150390.87,,,
"San Francisco",Weekly,"2024-07-07 00:00:00",Conventional,1.159811790,1019009.83,800073.48,72216.66,6491.32,140228.38,,,
"San Francisco",Weekly,"2024-06-30 00:00:00",Conventional,1.528132305,728278.16,524819.60,57437.98,5084.30,140936.27,,,
"San Francisco",Weekly,"2024-06-23 00:00:00",Conventional,1.092807224,919629.54,717989.10,67478.43,5674.15,128487.85,,,
Seattle,Weekly,"2024-07-14 00:00:00",Conventional,1.920388192,491661.32,234168.45,141440.61,2300.54,113751.72,,,
Seattle,Weekly,"2024-07-07 00:00:00",Conventional,1.921378094,541559.74,269501.11,157204.92,2020.05,112833.67,,,
Seattle,Weekly,"2024-06-30 00:00:00",Conventional,1.691796298,512325.73,277847.28,135252.30,1438.72,97787.43,,,
Seattle,Weekly,"2024-06-23 00:00:00",Conventional,1.926259758,474862.78,246643.94,134536.86,878.69,92803.29,,,
"South Carolina",Weekly,"2024-07-14 00:00:00",Conventional,1.321021264,619058.77,307698.40,88425.97,257.76,222676.64,,,
"South Carolina",Weekly,"2024-07-07 00:00:00",Conventional,1.379225164,609511.61,335709.22,79780.39,142.54,193879.45,,,
"South Carolina",Weekly,"2024-06-30 00:00:00",Conventional,1.297626937,653597.77,370573.75,71561.90,129.06,211333.07,,,
"South Carolina",Weekly,"2024-06-23 00:00:00",Conventional,1.230226581,638140.55,333100.33,70855.29,130.34,234054.59,,,
Spokane,Weekly,"2024-07-14 00:00:00",Conventional,1.657170426,80676.28,42182.47,18447.74,200.26,19845.81,,,
Spokane,Weekly,"2024-07-07 00:00:00",Conventional,1.667506656,85306.83,48821.11,17292.71,201.28,18991.73,,,
Spokane,Weekly,"2024-06-30 00:00:00",Conventional,1.465351468,83716.17,52180.34,14169.54,115.29,17251.00,,,
Spokane,Weekly,"2024-06-23 00:00:00",Conventional,1.662503831,74382.38,42579.78,15096.49,178.98,16527.13,,,
"St. Louis",Weekly,"2024-07-14 00:00:00",Conventional,0.983773510,296444.08,174204.35,13257.19,367.87,108614.67,,,
"St. Louis",Weekly,"2024-07-07 00:00:00",Conventional,1.001489233,309231.47,190067.95,13347.67,289.09,105526.77,,,
"St. Louis",Weekly,"2024-06-30 00:00:00",Conventional,0.959235346,269069.24,161757.52,12336.51,127.84,94847.37,,,
"St. Louis",Weekly,"2024-06-23 00:00:00",Conventional,0.931791903,292423.27,169810.43,13745.48,103.22,108764.13,,,
Syracuse,Weekly,"2024-07-14 00:00:00",Conventional,1.133099766,106757.54,44042.87,26507.95,561.06,35645.65,,,
Syracuse,Weekly,"2024-07-07 00:00:00",Conventional,1.128236369,113774.33,49561.86,28081.53,574.63,35556.32,,,
Syracuse,Weekly,"2024-06-30 00:00:00",Conventional,1.163058317,100889.53,38463.79,27090.87,533.32,34801.56,,,
Syracuse,Weekly,"2024-06-23 00:00:00",Conventional,1.150699080,104055.75,38116.63,25283.96,544.03,40111.12,,,
Tampa,Weekly,"2024-07-14 00:00:00",Conventional,1.326267620,669419.35,401091.53,15546.13,45.04,252736.64,,,
Tampa,Weekly,"2024-07-07 00:00:00",Conventional,1.440061286,682444.78,437326.90,5859.20,13.90,239244.79,,,
Tampa,Weekly,"2024-06-30 00:00:00",Conventional,1.361391913,687982.48,439710.90,8365.28,41.77,239864.53,,,
Tampa,Weekly,"2024-06-23 00:00:00",Conventional,1.213553230,687327.25,437177.27,7495.48,56.87,242597.64,,,
Toledo,Weekly,"2024-07-14 00:00:00",Conventional,1.260279494,124915.19,50879.06,34269.02,965.16,38801.94,,,
Toledo,Weekly,"2024-07-07 00:00:00",Conventional,1.252062092,135403.78,66298.65,38782.40,1054.42,29268.31,,,
Toledo,Weekly,"2024-06-30 00:00:00",Conventional,1.302967734,126520.85,64959.95,31152.91,607.29,29800.70,,,
Toledo,Weekly,"2024-06-23 00:00:00",Conventional,1.273701486,139831.49,56453.53,51183.52,1968.43,30226.01,,,
"West Tex/New Mexico",Weekly,"2024-07-14 00:00:00",Conventional,1.252597678,680527.44,358300.25,87898.27,6434.69,227894.22,,,
"West Tex/New Mexico",Weekly,"2024-07-07 00:00:00",Conventional,1.234893129,773061.00,369096.34,99620.36,5973.36,298370.94,,,
"West Tex/New Mexico",Weekly,"2024-06-30 00:00:00",Conventional,1.128294454,820465.59,417174.45,77794.43,8574.52,316922.20,,,
"West Tex/New Mexico",Weekly,"2024-06-23 00:00:00",Conventional,1.082913479,963618.62,534044.00,72887.63,10627.88,346059.11,,,
Wichita,Weekly,"2024-07-14 00:00:00",Conventional,1.095960501,99779.03,56560.99,13594.89,8.75,29614.40,,,
Wichita,Weekly,"2024-07-07 00:00:00",Conventional,1.149521950,101397.67,61722.07,14027.97,3.89,25643.75,,,
Wichita,Weekly,"2024-06-30 00:00:00",Conventional,1.134837605,86530.64,55391.88,12453.80,4.78,18680.19,,,
Wichita,Weekly,"2024-06-23 00:00:00",Conventional,1.128495640,94651.26,61029.55,12497.92,0.00,21123.79,,,
"Total U.S.",Weekly,"2024-07-14 00:00:00",Conventional,1.262287826,42365552.06,20785519.45,7974056.82,867784.56,12738191.22,,,
"Total U.S.",Weekly,"2024-07-07 00:00:00",Conventional,1.277485633,44118843.47,23437154.74,8049565.09,816394.40,11815729.23,,,
"Total U.S.",Weekly,"2024-06-30 00:00:00",Conventional,1.263641233,41908143.47,21876925.98,7479549.58,936757.12,11614910.79,,,
"Total U.S.",Weekly,"2024-06-23 00:00:00",Conventional,1.223599322,42959317.65,22194617.88,7133083.00,970675.44,12660941.33,,,
California,Weekly,"2024-07-14 00:00:00",Conventional,1.388032693,6746395.18,4199805.16,408746.62,572202.61,1565640.79,,,
California,Weekly,"2024-07-07 00:00:00",Conventional,1.293189151,7661839.69,5152801.58,485373.23,525357.30,1498307.58,,,
California,Weekly,"2024-06-30 00:00:00",Conventional,1.356337634,6748506.23,4291619.95,373621.19,658662.95,1424602.14,,,
California,Weekly,"2024-06-23 00:00:00",Conventional,1.241995882,7132362.71,4546528.69,438345.61,700433.86,1447054.55,,,
"Great Lakes",Weekly,"2024-07-14 00:00:00",Conventional,1.216186902,4355131.42,1930844.95,1050889.27,111531.05,1261866.15,,,
"Great Lakes",Weekly,"2024-07-07 00:00:00",Conventional,1.188065085,4765403.04,2256433.05,1294030.40,119297.47,1095642.11,,,
"Great Lakes",Weekly,"2024-06-30 00:00:00",Conventional,1.256358030,4167542.99,2032349.90,975097.73,81124.43,1078970.94,,,
"Great Lakes",Weekly,"2024-06-23 00:00:00",Conventional,1.213027612,4774355.35,1970368.87,1466689.42,104301.73,1232995.32,,,
Midsouth,Weekly,"2024-07-14 00:00:00",Conventional,1.198361609,4768474.75,2273949.32,828812.03,2787.58,1662925.82,,,
Midsouth,Weekly,"2024-07-07 00:00:00",Conventional,1.286032700,4604924.66,2242377.57,802658.26,3002.40,1556886.43,,,
Midsouth,Weekly,"2024-06-30 00:00:00",Conventional,1.258214829,4554149.29,2195142.48,766066.31,3011.16,1589929.34,,,
Midsouth,Weekly,"2024-06-23 00:00:00",Conventional,1.227759764,4540034.61,2150790.49,671043.70,4869.11,1713331.31,,,
Northeast,Weekly,"2024-07-14 00:00:00",Conventional,1.187778435,7065710.52,1920549.81,3028190.74,7517.77,2109452.21,,,
Northeast,Weekly,"2024-07-07 00:00:00",Conventional,1.262236253,6424786.54,1991579.19,2463071.21,11895.62,1958240.53,,,
Northeast,Weekly,"2024-06-30 00:00:00",Conventional,1.250973486,6344111.72,1664090.37,2804336.68,11384.73,1864299.95,,,
Northeast,Weekly,"2024-06-23 00:00:00",Conventional,1.271688872,5975118.08,1761053.82,2193496.60,22587.99,1997979.67,,,
Plains,Weekly,"2024-07-14 00:00:00",Conventional,1.103362067,2330993.44,1284876.08,262003.73,35737.60,748376.03,,,
Plains,Weekly,"2024-07-07 00:00:00",Conventional,1.117878874,2493429.24,1512563.06,273811.16,4844.74,702210.28,,,
Plains,Weekly,"2024-06-30 00:00:00",Conventional,1.148399000,2117939.56,1308963.06,227364.82,2602.88,579008.79,,,
Plains,Weekly,"2024-06-23 00:00:00",Conventional,1.114322546,2295473.01,1361949.11,237046.18,2819.97,693657.75,,,
"South Central",Weekly,"2024-07-14 00:00:00",Conventional,1.073224877,4767756.09,2614974.36,632098.44,9507.18,1511176.10,,,
"South Central",Weekly,"2024-07-07 00:00:00",Conventional,1.100302953,5159958.37,2988594.59,735753.29,13785.41,1421825.08,,,
"South Central",Weekly,"2024-06-30 00:00:00",Conventional,1.033859860,5370337.73,3203173.89,611361.06,17359.75,1538443.04,,,
"South Central",Weekly,"2024-06-23 00:00:00",Conventional,1.009911264,5624354.25,3076568.55,560726.29,12584.70,1974474.70,,,
Southeast,Weekly,"2024-07-14 00:00:00",Conventional,1.312811746,6134231.51,3445374.04,407036.35,654.34,2281166.78,,,
Southeast,Weekly,"2024-07-07 00:00:00",Conventional,1.399011251,6187006.66,3796899.58,345138.78,445.77,2044522.53,,,
Southeast,Weekly,"2024-06-30 00:00:00",Conventional,1.308939494,6349532.35,3963649.27,294317.78,500.93,2091064.37,,,
Southeast,Weekly,"2024-06-23 00:00:00",Conventional,1.256992042,6207344.20,3865557.43,241211.25,484.10,2100091.43,,,
West,Weekly,"2024-07-14 00:00:00",Conventional,1.447168400,6196859.16,3115145.74,1356279.64,127846.43,1597587.35,,,
West,Weekly,"2024-07-07 00:00:00",Conventional,1.413052117,6821495.27,3495906.12,1649728.74,137765.70,1538094.70,,,
West,Weekly,"2024-06-30 00:00:00",Conventional,1.375585500,6256023.59,3217937.08,1427384.01,162110.28,1448592.22,,,
West,Weekly,"2024-06-23 00:00:00",Conventional,1.357517432,6410275.46,3461800.92,1324523.96,122593.98,1501356.60,,,
Albany,Weekly,"2024-07-14 00:00:00",Organic,1.459091874,7246.11,326.95,316.26,0.00,6602.89,,,
Albany,Weekly,"2024-07-07 00:00:00",Organic,1.487111604,7453.82,385.58,408.58,0.00,6659.66,,,
Albany,Weekly,"2024-06-30 00:00:00",Organic,1.448836253,7086.39,357.07,330.69,0.00,6398.62,,,
Albany,Weekly,"2024-06-23 00:00:00",Organic,1.377820055,8340.69,369.35,329.64,0.00,7641.70,,,
Atlanta,Weekly,"2024-07-14 00:00:00",Organic,1.935427004,40669.70,287.02,11971.59,0.00,28411.09,,,
Atlanta,Weekly,"2024-07-07 00:00:00",Organic,1.968036317,39735.22,290.83,11703.30,0.00,27741.09,,,
Atlanta,Weekly,"2024-06-30 00:00:00",Organic,1.668955682,52474.11,228.76,12094.04,0.00,40151.32,,,
Atlanta,Weekly,"2024-06-23 00:00:00",Organic,1.527409927,66588.72,220.34,13059.45,0.00,53308.92,,,
Baltimore/Washington,Weekly,"2024-07-14 00:00:00",Organic,1.449428775,83535.17,431.85,5109.17,9.41,77984.74,,,
Baltimore/Washington,Weekly,"2024-07-07 00:00:00",Organic,1.408306523,101185.91,663.08,9444.44,0.00,91078.38,,,
Baltimore/Washington,Weekly,"2024-06-30 00:00:00",Organic,1.337704488,123788.43,569.11,8242.61,0.00,114976.71,,,
Baltimore/Washington,Weekly,"2024-06-23 00:00:00",Organic,1.309510827,134826.90,524.06,8509.56,0.00,125793.27,,,
Birmingham/Montgomery,Weekly,"2024-07-14 00:00:00",Organic,1.526375655,17544.92,161.76,771.43,0.00,16611.73,,,
Birmingham/Montgomery,Weekly,"2024-07-07 00:00:00",Organic,1.508367045,20279.15,271.99,706.89,0.00,19300.27,,,
Birmingham/Montgomery,Weekly,"2024-06-30 00:00:00",Organic,1.388797094,24663.64,183.92,512.07,0.00,23967.66,,,
Birmingham/Montgomery,Weekly,"2024-06-23 00:00:00",Organic,1.294797981,26231.49,146.82,583.04,0.00,25501.63,,,
Boise,Weekly,"2024-07-14 00:00:00",Organic,2.425698701,6568.77,8.90,4376.70,0.00,2183.17,,,
Boise,Weekly,"2024-07-07 00:00:00",Organic,2.388860306,7198.35,7.72,4693.70,0.00,2496.93,,,
Boise,Weekly,"2024-06-30 00:00:00",Organic,2.153596553,7474.28,5.26,3832.09,0.00,3636.92,,,
Boise,Weekly,"2024-06-23 00:00:00",Organic,2.249962538,7441.01,104.97,3966.02,0.00,3370.03,,,
Boston,Weekly,"2024-07-14 00:00:00",Organic,1.435247872,42164.18,330.98,1127.57,0.00,40705.63,,,
Boston,Weekly,"2024-07-07 00:00:00",Organic,1.624560254,36062.07,305.54,787.92,0.00,34968.62,,,
Boston,Weekly,"2024-06-30 00:00:00",Organic,1.555229324,43544.01,335.96,636.24,0.00,42571.81,,,
Boston,Weekly,"2024-06-23 00:00:00",Organic,1.502640135,45435.71,339.13,624.77,0.00,44471.81,,,
Buffalo/Rochester,Weekly,"2024-07-14 00:00:00",Organic,1.316698160,22561.12,496.95,100.11,0.00,21964.06,,,
Buffalo/Rochester,Weekly,"2024-07-07 00:00:00",Organic,1.327427166,21430.19,600.81,60.96,0.00,20768.42,,,
Buffalo/Rochester,Weekly,"2024-06-30 00:00:00",Organic,1.279564864,24779.04,509.97,104.27,0.00,24164.81,,,
Buffalo/Rochester,Weekly,"2024-06-23 00:00:00",Organic,1.340171989,28259.27,522.85,79.72,0.00,27656.70,,,
Charlotte,Weekly,"2024-07-14 00:00:00",Organic,1.572971255,39962.75,153.98,3374.16,1.03,36433.59,,,
Charlotte,Weekly,"2024-07-07 00:00:00",Organic,1.555139332,36611.42,316.78,2166.00,12.38,34116.26,,,
Charlotte,Weekly,"2024-06-30 00:00:00",Organic,1.432201748,40882.84,650.61,1692.14,2.06,38538.02,,,
Charlotte,Weekly,"2024-06-23 00:00:00",Organic,1.440735536,45854.84,110.30,2609.56,7.22,43127.76,,,
Chicago,Weekly,"2024-07-14 00:00:00",Organic,1.497995156,87518.45,756.84,24851.13,0.00,61910.48,,,
Chicago,Weekly,"2024-07-07 00:00:00",Organic,1.438931098,95865.97,619.53,25092.96,0.00,70153.47,,,
Chicago,Weekly,"2024-06-30 00:00:00",Organic,1.435368162,101716.65,1754.76,37380.31,0.00,62581.58,,,
Chicago,Weekly,"2024-06-23 00:00:00",Organic,1.424167995,102279.64,2640.26,34893.57,0.00,64745.81,,,
Cincinnati/Dayton,Weekly,"2024-07-14 00:00:00",Organic,2.068025737,25321.06,619.99,12175.02,0.00,12526.06,,,
Cincinnati/Dayton,Weekly,"2024-07-07 00:00:00",Organic,2.203949699,28298.05,1168.29,12583.80,0.00,14545.97,,,
Cincinnati/Dayton,Weekly,"2024-06-30 00:00:00",Organic,1.963849259,26755.03,858.37,10135.75,0.00,15760.91,,,
Cincinnati/Dayton,Weekly,"2024-06-23 00:00:00",Organic,1.943644784,28988.24,628.67,10777.44,0.00,17582.14,,,
Columbus,Weekly,"2024-07-14 00:00:00",Organic,1.810029722,19474.77,898.06,5603.68,0.00,12973.02,,,
Columbus,Weekly,"2024-07-07 00:00:00",Organic,1.779393749,21492.42,1782.75,5254.79,0.00,14454.87,,,
Columbus,Weekly,"2024-06-30 00:00:00",Organic,1.609312679,21471.88,882.92,4431.00,0.00,16157.96,,,
Columbus,Weekly,"2024-06-23 00:00:00",Organic,1.635826217,24903.60,942.21,6253.96,0.00,17707.42,,,
"Dallas/Ft. Worth",Weekly,"2024-07-14 00:00:00",Organic,1.354704125,59815.23,20496.29,637.88,0.00,38681.06,,,
"Dallas/Ft. Worth",Weekly,"2024-07-07 00:00:00",Organic,1.433179457,54281.13,20259.61,493.82,0.00,33527.70,,,
"Dallas/Ft. Worth",Weekly,"2024-06-30 00:00:00",Organic,1.401775552,55724.96,19571.31,365.92,0.00,35787.73,,,
"Dallas/Ft. Worth",Weekly,"2024-06-23 00:00:00",Organic,1.391989769,59918.40,19678.90,518.18,0.00,39721.33,,,
Denver,Weekly,"2024-07-14 00:00:00",Organic,1.462106837,54772.21,25971.73,1012.78,0.00,27787.71,,,
Denver,Weekly,"2024-07-07 00:00:00",Organic,1.486580210,57263.38,29172.28,738.77,0.00,27352.32,,,
Denver,Weekly,"2024-06-30 00:00:00",Organic,1.502355850,59829.43,30010.49,767.86,0.00,29051.08,,,
Denver,Weekly,"2024-06-23 00:00:00",Organic,1.482095803,71607.04,37703.24,733.28,0.00,33170.52,,,
Detroit,Weekly,"2024-07-14 00:00:00",Organic,1.714570185,29492.47,105.55,7652.71,0.00,21734.22,,,
Detroit,Weekly,"2024-07-07 00:00:00",Organic,1.759461332,31194.11,165.02,8349.52,0.00,22679.56,,,
Detroit,Weekly,"2024-06-30 00:00:00",Organic,1.611856643,33435.33,141.92,7443.26,0.00,25850.15,,,
Detroit,Weekly,"2024-06-23 00:00:00",Organic,1.627424109,32368.09,31.82,7532.82,0.00,24803.46,,,
"Grand Rapids",Weekly,"2024-07-14 00:00:00",Organic,1.365231104,10273.36,48.28,278.67,0.00,9946.42,,,
"Grand Rapids",Weekly,"2024-07-07 00:00:00",Organic,1.422044750,11095.64,44.18,601.95,0.00,10449.52,,,
"Grand Rapids",Weekly,"2024-06-30 00:00:00",Organic,1.392899835,11837.78,62.59,658.51,0.00,11116.68,,,
"Grand Rapids",Weekly,"2024-06-23 00:00:00",Organic,1.381158010,11050.46,27.50,604.18,0.00,10418.79,,,
Harrisburg/Scranton,Weekly,"2024-07-14 00:00:00",Organic,1.477432390,24031.66,584.55,629.02,0.00,22818.09,,,
Harrisburg/Scranton,Weekly,"2024-07-07 00:00:00",Organic,1.457182487,27795.07,403.41,708.03,0.00,26683.63,,,
Harrisburg/Scranton,Weekly,"2024-06-30 00:00:00",Organic,1.434198941,30803.35,379.88,504.23,0.00,29919.23,,,
Harrisburg/Scranton,Weekly,"2024-06-23 00:00:00",Organic,1.421929786,30862.23,407.93,610.76,0.00,29843.54,,,
Hartford/Springfield,Weekly,"2024-07-14 00:00:00",Organic,1.477915830,26771.61,359.70,298.86,0.00,26113.05,,,
Hartford/Springfield,Weekly,"2024-07-07 00:00:00",Organic,1.513371822,21838.28,283.12,283.61,0.00,21271.55,,,
Hartford/Springfield,Weekly,"2024-06-30 00:00:00",Organic,1.335274020,34602.98,435.95,262.11,0.00,33904.92,,,
Hartford/Springfield,Weekly,"2024-06-23 00:00:00",Organic,1.254470345,38326.10,481.46,294.19,0.00,37550.45,,,
Houston,Weekly,"2024-07-14 00:00:00",Organic,1.323476136,29275.31,13890.70,214.52,0.00,15170.09,,,
Houston,Weekly,"2024-07-07 00:00:00",Organic,1.277850668,37312.96,14994.50,250.76,0.00,22067.70,,,
Houston,Weekly,"2024-06-30 00:00:00",Organic,1.263107142,40590.65,13644.43,175.63,0.00,26770.59,,,
Houston,Weekly,"2024-06-23 00:00:00",Organic,1.264059595,43314.19,14817.74,206.85,0.00,28289.60,,,
Indianapolis,Weekly,"2024-07-14 00:00:00",Organic,1.646427794,18369.94,1045.48,3486.81,0.00,13837.65,,,
Indianapolis,Weekly,"2024-07-07 00:00:00",Organic,1.790583216,18357.17,405.61,4736.75,0.00,13214.82,,,
Indianapolis,Weekly,"2024-06-30 00:00:00",Organic,1.552753101,21604.29,342.56,3948.66,0.00,17313.07,,,
Indianapolis,Weekly,"2024-06-23 00:00:00",Organic,1.733895598,18605.67,277.42,5217.94,0.00,13110.31,,,
Jacksonville,Weekly,"2024-07-14 00:00:00",Organic,1.880554952,12251.22,193.30,135.40,0.00,11922.51,,,
Jacksonville,Weekly,"2024-07-07 00:00:00",Organic,1.869549488,11783.13,209.65,92.40,0.00,11481.08,,,
Jacksonville,Weekly,"2024-06-30 00:00:00",Organic,1.890720433,12434.72,277.21,168.36,0.00,11989.14,,,
Jacksonville,Weekly,"2024-06-23 00:00:00",Organic,1.648604083,14580.60,244.36,203.56,0.00,14132.67,,,
"Las Vegas",Weekly,"2024-07-14 00:00:00",Organic,1.529040210,30770.43,8959.40,4270.18,0.00,17540.85,,,
"Las Vegas",Weekly,"2024-07-07 00:00:00",Organic,1.482566727,33283.48,9792.16,3902.77,0.00,19588.55,,,
"Las Vegas",Weekly,"2024-06-30 00:00:00",Organic,1.462391182,31131.68,9161.69,3361.40,0.00,18608.60,,,
"Las Vegas",Weekly,"2024-06-23 00:00:00",Organic,1.484804323,33328.88,9058.69,4209.27,0.00,20060.92,,,
"Los Angeles",Weekly,"2024-07-14 00:00:00",Organic,1.783272254,180262.88,67484.15,13766.66,5.12,99006.95,,,
"Los Angeles",Weekly,"2024-07-07 00:00:00",Organic,1.796986303,191938.09,88681.97,14395.26,10.23,88850.63,,,
"Los Angeles",Weekly,"2024-06-30 00:00:00",Organic,1.742087970,184201.37,71048.88,10516.88,0.00,102635.61,,,
"Los Angeles",Weekly,"2024-06-23 00:00:00",Organic,1.778027868,180077.73,74349.75,11732.44,0.00,93995.53,,,
Louisville,Weekly,"2024-07-14 00:00:00",Organic,1.857911249,11500.91,398.90,3584.17,0.00,7517.84,,,
Louisville,Weekly,"2024-07-07 00:00:00",Organic,1.883975523,11196.96,955.44,3078.95,0.00,7162.57,,,
Louisville,Weekly,"2024-06-30 00:00:00",Organic,1.636760953,11010.07,19.04,2704.47,0.00,8286.55,,,
Louisville,Weekly,"2024-06-23 00:00:00",Organic,1.853870096,11431.44,22.64,4502.14,0.00,6906.65,,,
"Miami/Ft. Lauderdale",Weekly,"2024-07-14 00:00:00",Organic,1.586466840,74779.97,748.03,775.93,0.00,73256.01,,,
"Miami/Ft. Lauderdale",Weekly,"2024-07-07 00:00:00",Organic,1.529474627,76943.21,756.84,622.65,0.00,75563.72,,,
"Miami/Ft. Lauderdale",Weekly,"2024-06-30 00:00:00",Organic,1.537319769,79958.16,1054.83,398.99,0.00,78504.34,,,
"Miami/Ft. Lauderdale",Weekly,"2024-06-23 00:00:00",Organic,1.395100123,87212.73,1072.94,425.24,0.00,85714.55,,,
Nashville,Weekly,"2024-07-14 00:00:00",Organic,1.844768654,24599.25,596.89,6446.35,0.00,17556.01,,,
Nashville,Weekly,"2024-07-07 00:00:00",Organic,1.874026838,24977.61,1321.26,5984.99,0.00,17671.36,,,
Nashville,Weekly,"2024-06-30 00:00:00",Organic,1.636472176,23175.73,175.73,4129.98,0.00,18870.02,,,
Nashville,Weekly,"2024-06-23 00:00:00",Organic,1.786604535,23787.58,250.58,6714.54,0.00,16822.46,,,
"Northern New England",Weekly,"2024-07-14 00:00:00",Organic,1.556541730,22435.49,1921.49,315.56,0.00,20198.45,,,
"Northern New England",Weekly,"2024-07-07 00:00:00",Organic,1.705319408,26312.47,3292.46,325.45,0.00,22694.56,,,
"Northern New England",Weekly,"2024-06-30 00:00:00",Organic,1.633611924,25813.49,2788.11,265.80,0.00,22759.57,,,
"Northern New England",Weekly,"2024-06-23 00:00:00",Organic,1.571186220,25917.41,2775.44,333.97,0.00,22808.00,,,
"New Orleans/Mobile",Weekly,"2024-07-14 00:00:00",Organic,1.306209087,11547.01,386.30,29.92,0.00,11130.80,,,
"New Orleans/Mobile",Weekly,"2024-07-07 00:00:00",Organic,1.386385845,12083.81,250.06,72.21,0.00,11761.55,,,
"New Orleans/Mobile",Weekly,"2024-06-30 00:00:00",Organic,1.440442076,17535.29,212.65,50.81,0.00,17271.83,,,
"New Orleans/Mobile",Weekly,"2024-06-23 00:00:00",Organic,1.351313933,11558.37,339.90,44.93,0.00,11173.55,,,
"New York",Weekly,"2024-07-14 00:00:00",Organic,1.447366932,132270.20,5051.03,8973.00,0.00,118246.17,,,
"New York",Weekly,"2024-07-07 00:00:00",Organic,1.587933544,133576.39,6631.32,14251.18,60.26,112633.63,,,
"New York",Weekly,"2024-06-30 00:00:00",Organic,1.558828449,155231.86,9149.53,12322.81,88.83,133670.69,,,
"New York",Weekly,"2024-06-23 00:00:00",Organic,1.539468829,169326.91,11694.83,13165.19,670.26,143796.62,,,
Orlando,Weekly,"2024-07-14 00:00:00",Organic,1.777626940,33850.88,563.21,282.34,0.00,33005.33,,,
Orlando,Weekly,"2024-07-07 00:00:00",Organic,1.711740328,34076.45,597.34,160.23,0.00,33318.88,,,
Orlando,Weekly,"2024-06-30 00:00:00",Organic,1.702965859,37143.96,611.10,158.34,0.00,36374.52,,,
Orlando,Weekly,"2024-06-23 00:00:00",Organic,1.509884983,38560.27,619.54,146.37,0.00,37794.36,,,
Peoria/Springfield,Weekly,"2024-07-14 00:00:00",Organic,1.525148625,9555.46,299.14,1480.09,0.00,7776.24,,,
Peoria/Springfield,Weekly,"2024-07-07 00:00:00",Organic,1.573788898,8967.34,171.21,1552.33,0.00,7243.80,,,
Peoria/Springfield,Weekly,"2024-06-30 00:00:00",Organic,1.487808494,10246.24,153.66,1894.80,0.00,8197.78,,,
Peoria/Springfield,Weekly,"2024-06-23 00:00:00",Organic,1.471876201,10796.87,141.05,1917.19,0.00,8738.63,,,
Philadelphia,Weekly,"2024-07-14 00:00:00",Organic,1.438214244,39082.58,1373.77,1646.00,0.00,36062.81,,,
Philadelphia,Weekly,"2024-07-07 00:00:00",Organic,1.504851828,43598.40,945.48,4423.36,0.00,38229.56,,,
Philadelphia,Weekly,"2024-06-30 00:00:00",Organic,1.492840835,47533.25,1302.26,3956.20,0.00,42274.80,,,
Philadelphia,Weekly,"2024-06-23 00:00:00",Organic,1.479505746,49920.65,1612.51,3843.68,0.00,44464.45,,,
Phoenix/Tucson,Weekly,"2024-07-14 00:00:00",Organic,1.389748646,55821.60,16902.77,6800.45,0.00,32118.37,,,
Phoenix/Tucson,Weekly,"2024-07-07 00:00:00",Organic,1.412275924,48810.52,13132.25,7189.56,0.00,28488.71,,,
Phoenix/Tucson,Weekly,"2024-06-30 00:00:00",Organic,1.375620220,51004.59,19986.61,6227.12,0.00,24790.86,,,
Phoenix/Tucson,Weekly,"2024-06-23 00:00:00",Organic,1.370245437,58598.58,21680.61,7061.19,0.00,29856.78,,,
Pittsburgh,Weekly,"2024-07-14 00:00:00",Organic,1.589471280,12661.64,1663.97,3.96,0.00,10993.71,,,
Pittsburgh,Weekly,"2024-07-07 00:00:00",Organic,1.662185844,10949.04,1574.61,0.00,0.00,9374.43,,,
